variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,n_Voluntario Sano,media_MPPP,media_Vestibular,media_Voluntario Sano,MPPP_vs_VoluntarioSano_dif,MPPP_vs_VoluntarioSano_d,MPPP_vs_VoluntarioSano_d_ic_low,MPPP_vs_VoluntarioSano_d_ic_high,MPPP_vs_VoluntarioSano_p,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,atlas,medida,hemi,roi,tipo,familia_fdr,ajusta_etiv,modelo,p_fdr,sobrevive_fdr,n_familia
ctx_DK_thickness_lh_lateralorbitofrontal,46,"Q('ctx_DK_thickness_lh_lateralorbitofrontal') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.17834381999998133,2,40,0.8373163250269364,0.8531325590265947,0.856071964017991,0.008838377499704111,1.8376963297728865e-05,0.02943058499303478,0.6889519769666267,0.005146629717164313,0.46801553047408284,19,17,10.0,2.6608823529411763,2.6498421052631578,2.7008,-0.014741231114350883,-0.12471517707212436,-0.7806329650349564,0.8600489735242017,0.7650273577233075,0.01359687796962955,0.11503361086032918,-0.6105955838886813,0.8213343039215459,0.735173322425031,A4,DK,thickness,lh,lateralorbitofrontal,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_lingual,46,"Q('ctx_DK_thickness_lh_lingual') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.6419907937648485,2,40,0.5315796083513015,0.5234487383917181,0.5407296351824088,0.031101205313916195,8.790638714745031e-05,0.10537063271828927,0.3868080372089958,0.9501965398457531,0.5578989665988785,19,17,10.0,1.9226470588235296,1.935,1.9931,-0.04247976578165091,-0.4369850580303265,-1.3084610002888075,0.37729023524393523,0.2980208017606605,-0.0022636377731468094,-0.023285813032553747,-0.7495870473242072,0.695800139393324,0.945372877513282,A4,DK,thickness,lh,lingual,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_medialorbitofrontal,46,"Q('ctx_DK_thickness_lh_medialorbitofrontal') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",3.354523652776396,2,40,0.04499659381830837,0.12284856834309937,0.04847576211894053,0.14363485646934224,0.007504579191190932,0.33189379841712163,0.028223927174780488,0.4924100908470613,0.3935637193074544,19,17,10.0,2.4742941176470588,2.4322631578947367,2.5718,-0.08654643663059125,-0.7735620338191319,-1.7715433951369997,0.10182603334508761,0.06930713720742697,0.03173901199997975,0.2836869503814537,-0.36113490501609813,0.92052496315247,0.4058974794516846,A4,DK,thickness,lh,medialorbitofrontal,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_middletemporal,46,"Q('ctx_DK_thickness_lh_middletemporal') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.4165379947064843,2,40,0.6621522943229037,0.676066872721078,0.6671664167916042,0.020401989544676112,7.193441844031367e-05,0.09045213966944042,0.45495575976509506,0.46035155961033103,0.9743427120143856,19,17,10.0,2.7809411764705882,2.7900526315789476,2.8512,-0.049301432325520755,-0.37605447311685003,-1.1806867146929945,0.47432625457818234,0.36963325142841746,-0.0130042926251413,-0.099192298899466,-0.9624038525354388,0.6007043382813546,0.7704967386481725,A4,DK,thickness,lh,middletemporal,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_parahippocampal,46,"Q('ctx_DK_thickness_lh_parahippocampal') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.3407674242029577,2,40,0.27314877499357476,0.2775520488816842,0.2723638180909545,0.06282657964222826,0.00022265255419081633,0.18993360029923567,0.19159928719253727,0.6049712334484278,0.33316329191457894,19,17,10.0,2.6848823529411767,2.792894736842105,2.756,-0.08110732950725108,-0.4071453171419603,-1.3869482193843514,0.5675939766010091,0.33180142725832884,-0.10780335805645846,-0.5411549445841528,-1.2354349239632423,0.14857942172847052,0.11694062125662948,A4,DK,thickness,lh,parahippocampal,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_paracentral,46,"Q('ctx_DK_thickness_lh_paracentral') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.4964667886153405,2,40,0.6123783801960432,0.7009997924142516,0.6121939030484758,0.024222066843788925,0.00011517501294779038,0.10026286288109752,0.8348059846327183,0.9726249676879886,0.992036059151178,19,17,10.0,2.6110588235294117,2.602315789473684,2.5702,0.05878375292120064,0.4043109517493518,-0.6435842417287779,1.3112878970671527,0.33513891022150144,0.029255841836354185,0.20121983829342877,-0.5754095380280667,0.8359335507922492,0.5546528559569355,A4,DK,thickness,lh,paracentral,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_parsopercularis,46,"Q('ctx_DK_thickness_lh_parsopercularis') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",2.3116703786485537,2,40,0.11219104883773028,0.2100451881014971,0.12493753123438281,0.10360812702130706,0.0008455880453888707,0.31284200961258296,0.20958686075910143,0.8097550744653936,0.1666396299736135,19,17,10.0,2.6867058823529413,2.657,2.7683,-0.0736063595873333,-0.6144612454765253,-1.682670213445071,0.48249251740241894,0.1460033873756714,0.03178993267529828,0.26538035211620714,-0.4290691950330686,0.9629978821575597,0.4366146901136323,A4,DK,thickness,lh,parsopercularis,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_parsorbitalis,46,"Q('ctx_DK_thickness_lh_parsorbitalis') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.34648373961004375,2,40,0.7092716476073834,0.7219059127642287,0.7136431784107946,0.01702917044754606,1.186715310502093e-05,0.06943867612549312,0.7691490092738346,0.5371433560602938,0.8485143551634344,19,17,10.0,2.7091764705882353,2.6747894736842106,2.7146,0.030543673609638278,0.18650782491570062,-0.5626670536589927,1.087008709287587,0.6551181330964472,0.0456191334796166,0.27856260738516553,-0.4670811066464267,0.9665382391629757,0.41435803968854173,A4,DK,thickness,lh,parsorbitalis,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_parstriangularis,46,"Q('ctx_DK_thickness_lh_parstriangularis') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.3199872180610349,2,40,0.7279998750112869,0.7757959974936806,0.7326336831584208,0.015747412369266668,6.899382215189763e-06,0.06652183345440472,0.48542208846480006,0.44034468424424306,0.804584046587508,19,17,10.0,2.5366470588235295,2.567105263157895,2.5855,-0.030199057996551426,-0.2547559003288079,-1.197663554197397,0.6436287375904577,0.5422286443491505,-0.02896874197841004,-0.24437709099884947,-0.9354731765342319,0.46274781808847937,0.47351650292944386,A4,DK,thickness,lh,parstriangularis,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_pericalcarine,46,"Q('ctx_DK_thickness_lh_pericalcarine') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.2796044098986437,2,40,0.28928699546891695,0.2215132165473893,0.2933533233383308,0.06013290403572585,0.0009211713509491425,0.1804844404956637,0.5404637803810988,0.7285002826266577,0.7900728174082533,19,17,10.0,1.643235294117647,1.6214210526315789,1.6875,-0.06356620784487299,-0.4280909627549513,-1.2627637242358254,0.26824496137064907,0.3078308112158588,0.03366460671899038,0.22671659030328284,-0.5104468636725616,0.9806580940713646,0.5058779910384693,A4,DK,thickness,lh,pericalcarine,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_postcentral,46,"Q('ctx_DK_thickness_lh_postcentral') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.2802640015659768,2,40,0.2891077165686093,0.3922753440961093,0.30184907546226886,0.060162035652930074,0.0006095762813687887,0.20863803980833356,0.2637011771719659,0.40259105576212495,0.5446769585269475,19,17,10.0,2.3038823529411765,2.278736842105263,2.3788,-0.05876803936688635,-0.4837348330651303,-1.5044133135943116,0.35222219016855316,0.25003338883454207,0.020495288669691136,0.16870198750991577,-0.4815804780334594,0.8839095756352521,0.6201410498303206,A4,DK,thickness,lh,postcentral,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_posteriorcingulate,46,"Q('ctx_DK_thickness_lh_posteriorcingulate') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.837511090574748,2,40,0.4402334452944131,0.5038200134960649,0.4682658670664668,0.04019247245673079,0.0008536646800822527,0.14825151819233426,0.35173809010670143,0.8826178516416214,0.284928049841219,19,17,10.0,2.384235294117647,2.425578947368421,2.4591000000000003,-0.06040277580004472,-0.5161386135033731,-1.4872130115476025,0.6119375319350621,0.22022871409003242,-0.033394765378733426,-0.2853565531145202,-0.9103923431245444,0.3701007909654475,0.4031641627614136,A4,DK,thickness,lh,posteriorcingulate,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_precentral,46,"Q('ctx_DK_thickness_lh_precentral') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.15600260510042246,2,40,0.8560749654412302,0.8800975107170107,0.8500749625187406,0.0077397591256981885,4.890734641769119e-05,0.023424759118296567,0.8897264500056014,0.6652987465948265,0.7587321959990342,19,17,10.0,2.708764705882353,2.7261052631578946,2.7012,0.03457893140130097,0.23147873911054087,-0.7126350474993414,1.155554321999857,0.5795877788600554,0.012169863174780526,0.08146765873568936,-0.693449690904382,0.8193257360984179,0.8106102726887813,A4,DK,thickness,lh,precentral,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
ctx_DK_thickness_lh_precuneus,46,"Q('ctx_DK_thickness_lh_precuneus') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.08443157979068934,2,40,0.9191978766127901,0.9091277435740075,0.9290354822588706,0.004203832179928153,1.1674955183562173e-06,0.013826102101787785,0.9265928119449556,0.9322518749443731,0.5247410938202055,19,17,10.0,2.464,2.468473684210526,2.4971,-0.015619962007154431,-0.14503814091888728,-1.031701986847862,0.660427591711969,0.728199615647675,0.0017277633384938929,0.01604303406424328,-0.8071821301614323,0.781018499284216,0.9623479506638939,A4,DK,thickness,lh,precuneus,C,DK_thickness,False,A4_tres_grupos,0.9695455302651704,False,68
