variable,roi,hemi,medida,outcome,n,rho,p,ic_low,ic_high,covariables,rho_MPPP,n_MPPP,rho_Vestibular,n_Vestibular,rho_Voluntario Sano,n_Voluntario Sano,familia_fdr,etapa,p_fdr,sobrevive_fdr,n_familia,grupos_mismo_signo,grupos_validos,coherente
14_comp_volume_lh,Cingulada anterior,lh,volume,CSE_NI,46,0.14397173097602164,0.36915836522959045,-0.140777974288392,0.4264549393124322,Edad+Genero+Grupo+eTIV,0.11538422945628296,17,0.14753151397509132,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,2,2,True
14_comp_volume_lh,Cingulada anterior,lh,volume,EntropyRatio_NI,46,0.19349390335425445,0.2254566617692737,-0.08584583575906958,0.4671027534755717,Edad+Genero+Grupo+eTIV,0.3623964291545067,17,0.1255447221890198,19,,10,volume_EntropyRatio_NI,B,0.8710657183527312,False,70,2,2,True
14_comp_volume_rh,Cingulada anterior,rh,volume,CSE_NI,46,-0.20232544989154208,0.2045769424288235,-0.5106746127499044,0.1431060187723629,Edad+Genero+Grupo+eTIV,-0.3475793867763288,17,-0.1426169596535869,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,2,2,True
14_comp_volume_rh,Cingulada anterior,rh,volume,EntropyRatio_NI,46,0.0547889965033813,0.7336854248036607,-0.25466965193981433,0.3451379997410501,Edad+Genero+Grupo+eTIV,0.16673478780050546,17,-0.2040106781219546,19,,10,volume_EntropyRatio_NI,B,0.9470879809344869,False,70,1,2,False
14_comp_LGI_lh,Cingulada anterior,lh,LGI,CSE_NI,45,0.15386233195362156,0.3368199980648281,-0.17527939705739387,0.4415357282692594,Edad+Genero+Grupo,-0.12822710271673707,17,0.3368889211932473,18,,10,LGI_CSE_NI,B,0.7597739921635027,False,18,1,2,False
14_comp_LGI_lh,Cingulada anterior,lh,LGI,EntropyRatio_NI,45,0.24526519435285574,0.12219847217729808,-0.07553674228103574,0.5048168605912914,Edad+Genero+Grupo,0.34095191568407607,17,0.2865900687785425,18,,10,LGI_EntropyRatio_NI,B,0.8694307920291662,False,18,2,2,True
14_comp_LGI_rh,Cingulada anterior,rh,LGI,CSE_NI,45,0.16184794435431574,0.3120314324542508,-0.14047691919184735,0.4848315872864709,Edad+Genero+Grupo,-0.16952978512675992,17,0.13462462292664254,18,,10,LGI_CSE_NI,B,0.7597739921635027,False,18,1,2,False
14_comp_LGI_rh,Cingulada anterior,rh,LGI,EntropyRatio_NI,45,0.23362786714487133,0.14152995383554723,-0.07287822963622055,0.5350644449634849,Edad+Genero+Grupo,0.24695854130260592,17,0.1979596253897959,18,,10,LGI_EntropyRatio_NI,B,0.8694307920291662,False,18,2,2,True
15_rostralmiddlefrontal_thickness_lh,Prefrontal dorsolateral,lh,thickness,CSE_NI,46,0.08415087301413614,0.596220689269664,-0.20384869963422592,0.3427522546006129,Edad+Genero+Grupo,-0.1600465646794807,17,0.35308517237510934,19,,10,thickness_CSE_NI,B,0.8898006814301063,False,18,1,2,False
15_rostralmiddlefrontal_thickness_lh,Prefrontal dorsolateral,lh,thickness,EntropyRatio_NI,46,0.14810148981756954,0.3492641893422085,-0.19638163268012282,0.43023363711975277,Edad+Genero+Grupo,-0.050029836609508826,17,0.5519381126828027,19,,10,thickness_EntropyRatio_NI,B,0.6540486566092115,False,18,1,2,False
15_rostralmiddlefrontal_thickness_rh,Prefrontal dorsolateral,rh,thickness,CSE_NI,46,-0.02587938970431599,0.8707678304476392,-0.32126223066160736,0.254235880999367,Edad+Genero+Grupo,-0.1674269822981741,17,0.048839028230428884,19,,10,thickness_CSE_NI,B,0.9301761885570212,False,18,1,2,False
15_rostralmiddlefrontal_thickness_rh,Prefrontal dorsolateral,rh,thickness,EntropyRatio_NI,46,0.07797078723341438,0.6235627585254748,-0.2607629972913737,0.35605328341086645,Edad+Genero+Grupo,-0.04076917662636398,17,0.34237767300882865,19,,10,thickness_EntropyRatio_NI,B,0.7482753102305698,False,18,1,2,False
15_rostralmiddlefrontal_area_lh,Prefrontal dorsolateral,lh,area,CSE_NI,46,-0.13246173051994944,0.40903892219594634,-0.4196833865449051,0.20079894242633742,Edad+Genero+Grupo+eTIV,-0.036994224866952446,17,-0.37128072698813525,19,,10,area_CSE_NI,B,0.7362700599527033,False,18,2,2,True
15_rostralmiddlefrontal_area_lh,Prefrontal dorsolateral,lh,area,EntropyRatio_NI,46,-0.08123141164569887,0.6136394777342171,-0.3939468858373458,0.21710891975509372,Edad+Genero+Grupo+eTIV,0.18236688860803418,17,-0.4964831809081978,19,,10,area_EntropyRatio_NI,B,0.8496546614781468,False,18,1,2,False
15_rostralmiddlefrontal_area_rh,Prefrontal dorsolateral,rh,area,CSE_NI,46,-0.39183085569291826,0.01129081241292173,-0.6394574198437547,-0.008099873417132022,Edad+Genero+Grupo+eTIV,-0.22363476592816636,17,-0.5821390377126844,19,,10,area_CSE_NI,B,0.14716392706676595,False,18,2,2,True
15_rostralmiddlefrontal_area_rh,Prefrontal dorsolateral,rh,area,EntropyRatio_NI,46,-0.47939259040685156,0.001517625562569087,-0.6943003934481845,-0.18697756201790955,Edad+Genero+Grupo+eTIV,-0.3679217271742099,17,-0.6667907395688777,19,,10,area_EntropyRatio_NI,B,0.027317260126243567,True,18,2,2,True
15_rostralmiddlefrontal_volume_lh,Prefrontal dorsolateral,lh,volume,CSE_NI,46,-0.09101567243328947,0.5714355052258199,-0.4033828325481525,0.24951524639854697,Edad+Genero+Grupo+eTIV,-0.15554509266395453,17,-0.3012012446257097,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,2,2,True
15_rostralmiddlefrontal_volume_lh,Prefrontal dorsolateral,lh,volume,EntropyRatio_NI,46,-0.020351070714533643,0.8994995998926255,-0.3442158269434233,0.26124913439862596,Edad+Genero+Grupo+eTIV,0.045044276591298546,17,-0.2047084175278931,19,,10,volume_EntropyRatio_NI,B,0.9732451962538051,False,70,1,2,False
15_rostralmiddlefrontal_volume_rh,Prefrontal dorsolateral,rh,volume,CSE_NI,46,-0.3659440981905167,0.01862313890528716,-0.625798137638628,-0.036903804895117936,Edad+Genero+Grupo+eTIV,-0.46747016122854673,17,-0.4321726448679851,19,,10,volume_CSE_NI,B,0.626778897382417,False,70,2,2,True
15_rostralmiddlefrontal_volume_rh,Prefrontal dorsolateral,rh,volume,EntropyRatio_NI,46,-0.3916047475137992,0.011342174962135871,-0.644954490356106,-0.08130721243370227,Edad+Genero+Grupo+eTIV,-0.4764145748909534,17,-0.342119226054411,19,,10,volume_EntropyRatio_NI,B,0.40762590441121466,False,70,2,2,True
15_rostralmiddlefrontal_LGI_lh,Prefrontal dorsolateral,lh,LGI,CSE_NI,45,0.10324405005622228,0.5206392482508033,-0.1796917171271237,0.3959052468788747,Edad+Genero+Grupo,0.3153179684954887,17,-0.08687849827071868,18,,10,LGI_CSE_NI,B,0.7597739921635027,False,18,1,2,False
15_rostralmiddlefrontal_LGI_lh,Prefrontal dorsolateral,lh,LGI,EntropyRatio_NI,45,0.08022619513218375,0.6180492365008553,-0.22516171185546,0.34671850693806017,Edad+Genero+Grupo,0.3360504367150554,17,-0.15482814348681154,18,,10,LGI_EntropyRatio_NI,B,0.8694307920291662,False,18,1,2,False
15_rostralmiddlefrontal_LGI_rh,Prefrontal dorsolateral,rh,LGI,CSE_NI,45,0.04508994564473187,0.7795310403449679,-0.22837654328808504,0.3355252597502479,Edad+Genero+Grupo,0.0016161339424462092,17,0.3573300244511894,18,,10,LGI_CSE_NI,B,0.876972420388089,False,18,2,2,True
15_rostralmiddlefrontal_LGI_rh,Prefrontal dorsolateral,rh,LGI,EntropyRatio_NI,45,-0.09799957713781111,0.5421481013824899,-0.3608725031142178,0.18135876407011148,Edad+Genero+Grupo,0.038596832118940015,17,0.13011700593853343,18,,10,LGI_EntropyRatio_NI,B,0.8694307920291662,False,18,0,2,False
16a_precentral_thickness_lh,Precentral,lh,thickness,CSE_NI,46,0.1765668173530496,0.2633249528137082,-0.13958176636787584,0.45985749624330613,Edad+Genero+Grupo,-0.0755256829807824,17,0.15473027275341572,19,,10,thickness_CSE_NI,B,0.8257500950594969,False,18,1,2,False
16a_precentral_thickness_lh,Precentral,lh,thickness,EntropyRatio_NI,46,0.2456681158350447,0.11683339372015886,-0.09129065310174882,0.5159625708733275,Edad+Genero+Grupo,0.24375090341257025,17,0.2542716056242592,19,,10,thickness_EntropyRatio_NI,B,0.5838183344859403,False,18,2,2,True
16a_precentral_thickness_rh,Precentral,rh,thickness,CSE_NI,46,0.17495222724053427,0.26778557029638955,-0.15932086497211673,0.4583532907029336,Edad+Genero+Grupo,-0.07706796404231529,17,0.11379856957809754,19,,10,thickness_CSE_NI,B,0.8257500950594969,False,18,1,2,False
16a_precentral_thickness_rh,Precentral,rh,thickness,EntropyRatio_NI,46,0.19043664513326186,0.22704046341119904,-0.1445815321731222,0.47512877715454227,Edad+Genero+Grupo,0.30285390711075594,17,0.18832487871450435,19,,10,thickness_EntropyRatio_NI,B,0.5838183344859403,False,18,2,2,True
16a_precentral_area_lh,Precentral,lh,area,CSE_NI,46,-0.07247568267649311,0.6524852927618238,-0.41058919995114557,0.28151680251838035,Edad+Genero+Grupo+eTIV,0.5743760960965489,17,-0.3514927196553174,19,,10,area_CSE_NI,B,0.8572612322209393,False,18,1,2,False
16a_precentral_area_lh,Precentral,lh,area,EntropyRatio_NI,46,-0.22058012818864636,0.1657892104402308,-0.5439772752130503,0.12186112376289779,Edad+Genero+Grupo+eTIV,0.1696745696797987,17,-0.514881058723731,19,,10,area_EntropyRatio_NI,B,0.7409055820695348,False,18,1,2,False
16a_precentral_area_rh,Precentral,rh,area,CSE_NI,46,0.27684730792593304,0.07972260341009864,-0.07727729072994836,0.5801669832401296,Edad+Genero+Grupo+eTIV,0.605541893845368,17,0.018542450848226318,19,,10,area_CSE_NI,B,0.4327470270733143,False,18,2,2,True
16a_precentral_area_rh,Precentral,rh,area,EntropyRatio_NI,46,0.14746938393625064,0.3575166045956154,-0.1972143349586068,0.4885642288906681,Edad+Genero+Grupo+eTIV,0.16905086003002678,17,-0.19624594141240026,19,,10,area_EntropyRatio_NI,B,0.7483863385442441,False,18,1,2,False
16a_precentral_volume_lh,Precentral,lh,volume,CSE_NI,46,0.00434648347455189,0.9784832749505739,-0.3469095775998611,0.31259867341698266,Edad+Genero+Grupo+eTIV,0.4715494354269642,17,-0.1285467782812909,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,1,2,False
16a_precentral_volume_lh,Precentral,lh,volume,EntropyRatio_NI,46,-0.040828751291736916,0.7999186994959776,-0.4186327897730544,0.23896228649301227,Edad+Genero+Grupo+eTIV,0.2841332828512137,17,-0.18604723328375078,19,,10,volume_EntropyRatio_NI,B,0.9533702908100509,False,70,1,2,False
16a_precentral_volume_rh,Precentral,rh,volume,CSE_NI,46,0.19019512745384226,0.23361802757610925,-0.21088299464560337,0.49941733862596316,Edad+Genero+Grupo+eTIV,0.22113703353707387,17,0.011656989397000292,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,2,2,True
16a_precentral_volume_rh,Precentral,rh,volume,EntropyRatio_NI,46,0.11052198470128151,0.49150781542235233,-0.2333295071083374,0.42374016645532653,Edad+Genero+Grupo+eTIV,0.38977455446941456,17,-0.09025945689324154,19,,10,volume_EntropyRatio_NI,B,0.8716044516344055,False,70,1,2,False
16a_precentral_LGI_lh,Precentral,lh,LGI,CSE_NI,45,0.11899889676267021,0.4586692540560594,-0.1637630745627821,0.4111177220665726,Edad+Genero+Grupo,0.2719799622301566,17,0.3098679856645645,18,,10,LGI_CSE_NI,B,0.7597739921635027,False,18,2,2,True
16a_precentral_LGI_lh,Precentral,lh,LGI,EntropyRatio_NI,45,-0.12727230244606264,0.4277949427484708,-0.4214816715824623,0.1924080059928447,Edad+Genero+Grupo,0.09402770813918276,17,0.07077705591371074,18,,10,LGI_EntropyRatio_NI,B,0.8694307920291662,False,18,0,2,False
16a_precentral_LGI_rh,Precentral,rh,LGI,CSE_NI,45,0.14336122654005415,0.37121335999123123,-0.15676103903737978,0.3746655936296266,Edad+Genero+Grupo,-0.14971738494878634,17,0.496383530930768,18,,10,LGI_CSE_NI,B,0.7597739921635027,False,18,1,2,False
16a_precentral_LGI_rh,Precentral,rh,LGI,EntropyRatio_NI,45,-0.07844767131281395,0.6258838091180933,-0.3356256494272718,0.2041795531124961,Edad+Genero+Grupo,-0.14332489642814839,17,0.24843619487965415,18,,10,LGI_EntropyRatio_NI,B,0.8694307920291662,False,18,1,2,False
16b_postcentral_thickness_lh,Postcentral,lh,thickness,CSE_NI,46,0.01394061267088505,0.9301761885570212,-0.26472889854774606,0.2946763138403961,Edad+Genero+Grupo,0.09914207726064588,17,0.044422208272879536,19,,10,thickness_CSE_NI,B,0.9301761885570212,False,18,2,2,True
16b_postcentral_thickness_lh,Postcentral,lh,thickness,EntropyRatio_NI,46,0.1959363763848368,0.21365127541207576,-0.12423425777215273,0.46770724754159465,Edad+Genero+Grupo,0.2277130992015052,17,0.24981885979522714,19,,10,thickness_EntropyRatio_NI,B,0.5838183344859403,False,18,2,2,True
16b_postcentral_thickness_rh,Postcentral,rh,thickness,CSE_NI,46,-0.08389185317480084,0.5973560386480704,-0.40283510918190707,0.1911383895786753,Edad+Genero+Grupo,-0.2096126326725297,17,0.23115046485683705,19,,10,thickness_CSE_NI,B,0.8898006814301063,False,18,1,2,False
16b_postcentral_thickness_rh,Postcentral,rh,thickness,EntropyRatio_NI,46,-0.08813108388379662,0.5788947530081878,-0.4089515107479953,0.19784167658718166,Edad+Genero+Grupo,-0.1483340029218436,17,0.13626967170307025,19,,10,thickness_EntropyRatio_NI,B,0.7482753102305698,False,18,1,2,False
16b_postcentral_area_lh,Postcentral,lh,area,CSE_NI,46,0.06594550125597219,0.6820662207289977,-0.26697126405113225,0.37131945324816784,Edad+Genero+Grupo+eTIV,0.27138258899569484,17,-0.22434563212806197,19,,10,area_CSE_NI,B,0.8572612322209393,False,18,1,2,False
16b_postcentral_area_lh,Postcentral,lh,area,EntropyRatio_NI,46,0.0556024664308808,0.7298790199696789,-0.2621863565463782,0.34495365368101955,Edad+Genero+Grupo+eTIV,0.21730438818242687,17,-0.36824215786199,19,,10,area_EntropyRatio_NI,B,0.8844039357595685,False,18,1,2,False
16b_postcentral_area_rh,Postcentral,rh,area,CSE_NI,46,-0.10300944472714678,0.5215923112191151,-0.3885128126501473,0.22532214940010484,Edad+Genero+Grupo+eTIV,-0.08593962477410458,17,-0.41209798177162343,19,,10,area_CSE_NI,B,0.8535146910858247,False,18,2,2,True
16b_postcentral_area_rh,Postcentral,rh,area,EntropyRatio_NI,46,-0.1348011115969416,0.4007400733678158,-0.4156678713851583,0.16457461908671903,Edad+Genero+Grupo+eTIV,0.09894758459139562,17,-0.4263056259521354,19,,10,area_EntropyRatio_NI,B,0.7483863385442441,False,18,1,2,False
16b_postcentral_volume_lh,Postcentral,lh,volume,CSE_NI,46,0.02671120724833506,0.8683337787104007,-0.2803084136354055,0.3548922416058479,Edad+Genero+Grupo+eTIV,0.09240456884542197,17,0.003001908431923564,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,2,2,True
16b_postcentral_volume_lh,Postcentral,lh,volume,EntropyRatio_NI,46,0.12239999721325966,0.4458342881418463,-0.1810597193762345,0.3770293180260279,Edad+Genero+Grupo+eTIV,0.3177396925004023,17,-0.04623964095953832,19,,10,volume_EntropyRatio_NI,B,0.8716044516344055,False,70,1,2,False
16b_postcentral_volume_rh,Postcentral,rh,volume,CSE_NI,46,-0.018444396184954834,0.9088739071872968,-0.28923540479316745,0.260344055425884,Edad+Genero+Grupo+eTIV,-0.19363213928082054,17,-0.07640627459344317,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,2,2,True
16b_postcentral_volume_rh,Postcentral,rh,volume,EntropyRatio_NI,46,-0.060502243919053726,0.7070898534545705,-0.36891580718479655,0.2071419518754416,Edad+Genero+Grupo+eTIV,0.12585447924521365,17,-0.1878881502697515,19,,10,volume_EntropyRatio_NI,B,0.9470879809344869,False,70,1,2,False
16b_postcentral_LGI_lh,Postcentral,lh,LGI,CSE_NI,45,0.11209722009534202,0.48531531553349455,-0.17662979417843383,0.40199423871305334,Edad+Genero+Grupo,0.1601082724143301,17,0.34410406207491784,18,,10,LGI_CSE_NI,B,0.7597739921635027,False,18,2,2,True
16b_postcentral_LGI_lh,Postcentral,lh,LGI,EntropyRatio_NI,45,-0.15659134785599912,0.32821539998754773,-0.4050681824713264,0.1667348309260411,Edad+Genero+Grupo,0.030498963392378477,17,0.06663993618151107,18,,10,LGI_EntropyRatio_NI,B,0.8694307920291662,False,18,0,2,False
16b_postcentral_LGI_rh,Postcentral,rh,LGI,CSE_NI,45,0.10778364509327082,0.5023688991404627,-0.20364840593157263,0.36636113606775467,Edad+Genero+Grupo,-0.13844725909829092,17,0.4592312352174141,18,,10,LGI_CSE_NI,B,0.7597739921635027,False,18,1,2,False
16b_postcentral_LGI_rh,Postcentral,rh,LGI,EntropyRatio_NI,45,-0.10023568532455202,0.5329254417387679,-0.3699805829635082,0.1818567620646858,Edad+Genero+Grupo,-0.09826541135165832,17,0.24768657751392015,18,,10,LGI_EntropyRatio_NI,B,0.8694307920291662,False,18,1,2,False
17_Thalamus_volume_lh,Tálamo,lh,volume,CSE_NI,46,-0.14871552285529263,0.35342317311918614,-0.484733017718235,0.16207217481533218,Edad+Genero+Grupo+eTIV,-0.03337838652633344,17,-0.06720316354658751,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,2,2,True
17_Thalamus_volume_lh,Tálamo,lh,volume,EntropyRatio_NI,46,-0.20020659707679514,0.20945847328130096,-0.5407056138733598,0.11734457270831064,Edad+Genero+Grupo+eTIV,0.1892865134457564,17,-0.16493472765310613,19,,10,volume_EntropyRatio_NI,B,0.8624760664524157,False,70,1,2,False
17_Thalamus_volume_rh,Tálamo,rh,volume,CSE_NI,46,-0.09330404972529802,0.56175980654661,-0.37465810715417097,0.25282671868775813,Edad+Genero+Grupo+eTIV,-0.0675238771074028,17,-0.13989911373339906,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,2,2,True
17_Thalamus_volume_rh,Tálamo,rh,volume,EntropyRatio_NI,46,-0.013662958311653492,0.93243314120692,-0.3344438060578657,0.30717325623233277,Edad+Genero+Grupo+eTIV,0.19183385448386991,17,0.041877238098510065,19,,10,volume_EntropyRatio_NI,B,0.9732451962538051,False,70,0,2,False
18_Amygdala_volume_lh,Amígdala,lh,volume,CSE_NI,46,0.008119983897592874,0.9598146881810841,-0.31335731819529966,0.3564318643924036,Edad+Genero+Grupo+eTIV,0.027435997089094277,17,-0.4611164914414063,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,1,2,False
18_Amygdala_volume_lh,Amígdala,lh,volume,EntropyRatio_NI,46,0.17501123341434444,0.27376351148228695,-0.1772520332832509,0.4618273533353302,Edad+Genero+Grupo+eTIV,0.43423687322564225,17,-0.13886003159891078,19,,10,volume_EntropyRatio_NI,B,0.8710657183527312,False,70,1,2,False
18_Amygdala_volume_rh,Amígdala,rh,volume,CSE_NI,46,0.10455733896304398,0.5153201010340193,-0.2846767060610719,0.4326759591594395,Edad+Genero+Grupo+eTIV,-0.10401991774308202,17,0.05323028382803005,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,1,2,False
18_Amygdala_volume_rh,Amígdala,rh,volume,EntropyRatio_NI,46,0.35502587675955694,0.02274223057335525,-0.04488439392508938,0.6080780685779771,Edad+Genero+Grupo+eTIV,0.32553004257611623,17,0.4132420363349738,19,,10,volume_EntropyRatio_NI,B,0.40762590441121466,False,70,2,2,True
19_Cerebellum_Cortex_volume_lh,Cerebelo,lh,volume,CSE_NI,46,-0.1703367786131526,0.2869831399260822,-0.4760731463561458,0.19534987177254004,Edad+Genero+Grupo+eTIV,-0.3557130779258105,17,-0.20402878533292834,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,2,2,True
19_Cerebellum_Cortex_volume_lh,Cerebelo,lh,volume,EntropyRatio_NI,46,-0.04969307154376802,0.7576703847475895,-0.3472467061754185,0.23679466457599754,Edad+Genero+Grupo+eTIV,0.07903164089869362,17,-0.043557096651369274,19,,10,volume_EntropyRatio_NI,B,0.9470879809344869,False,70,1,2,False
19_Cerebellum_Cortex_volume_rh,Cerebelo,rh,volume,CSE_NI,46,-0.19455879370003903,0.2228643521318622,-0.4874867510051503,0.17136963920970544,Edad+Genero+Grupo+eTIV,-0.3472944209765595,17,-0.2702230890008862,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,2,2,True
19_Cerebellum_Cortex_volume_rh,Cerebelo,rh,volume,EntropyRatio_NI,46,-0.05138724203608402,0.7496702853126386,-0.3495210330014199,0.27016815880362066,Edad+Genero+Grupo+eTIV,0.06332924392066809,17,-0.1512857611240688,19,,10,volume_EntropyRatio_NI,B,0.9470879809344869,False,70,1,2,False
hipp_lh_Hippocampal_tail,Hippocampal tail,lh,volume,CSE_NI,46,0.009677234988682826,0.9521161277988699,-0.27999051811364056,0.3252011211268653,Edad+Genero+Grupo+eTIV,-0.057359518383858096,17,0.3207020846151309,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,1,2,False
hipp_lh_Hippocampal_tail,Hippocampal tail,lh,volume,EntropyRatio_NI,46,-0.11168407673923175,0.48693550973159955,-0.39574128061249897,0.18427688669641284,Edad+Genero+Grupo+eTIV,-0.07916290673111923,17,0.1499449244179566,19,,10,volume_EntropyRatio_NI,B,0.8716044516344055,False,70,1,2,False
hipp_rh_Hippocampal_tail,Hippocampal tail,rh,volume,CSE_NI,46,-0.0255152382927795,0.8741806985515291,-0.3462372477962796,0.26976223860632526,Edad+Genero+Grupo+eTIV,0.05840899604834564,17,0.16625689491058881,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,0,2,False
hipp_rh_Hippocampal_tail,Hippocampal tail,rh,volume,EntropyRatio_NI,46,0.10783085422760709,0.5021806260352741,-0.2101706438197196,0.38156006858547786,Edad+Genero+Grupo+eTIV,0.13663221752055593,17,0.30375092209629373,19,,10,volume_EntropyRatio_NI,B,0.8716044516344055,False,70,2,2,True
hipp_lh_Whole_hippocampal_body,Whole hippocampal body,lh,volume,CSE_NI,46,-0.10561507000355913,0.5110558311291441,-0.3804808652414004,0.18171133782943638,Edad+Genero+Grupo+eTIV,-0.0720666435666047,17,-0.3403626252630601,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,2,2,True
hipp_lh_Whole_hippocampal_body,Whole hippocampal body,lh,volume,EntropyRatio_NI,46,0.01960934537865764,0.9031448171644514,-0.26843966374399497,0.31763066648565447,Edad+Genero+Grupo+eTIV,0.3321540591104656,17,-0.2607463255630757,19,,10,volume_EntropyRatio_NI,B,0.9732451962538051,False,70,1,2,False
hipp_rh_Whole_hippocampal_body,Whole hippocampal body,rh,volume,CSE_NI,46,-0.12908335431417056,0.42119530821057544,-0.38322155890571175,0.1796717144491043,Edad+Genero+Grupo+eTIV,0.03253165135685558,17,-0.33335941852153406,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,1,2,False
hipp_rh_Whole_hippocampal_body,Whole hippocampal body,rh,volume,EntropyRatio_NI,46,0.13711348246059213,0.3926333863289357,-0.13531012224335234,0.41406978732976973,Edad+Genero+Grupo+eTIV,0.344064422824928,17,-0.048699264498561864,19,,10,volume_EntropyRatio_NI,B,0.8716044516344055,False,70,1,2,False
hipp_lh_CA1_body,CA1 body,lh,volume,CSE_NI,46,-0.10502643601894424,0.5134267360848169,-0.37564918007591713,0.19829623819170225,Edad+Genero+Grupo+eTIV,0.0628343608961745,17,-0.3615569019160946,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,1,2,False
hipp_lh_CA1_body,CA1 body,lh,volume,EntropyRatio_NI,46,-0.06020771664440301,0.7084528460272573,-0.3357062817888643,0.24428072459950365,Edad+Genero+Grupo+eTIV,0.227719044972081,17,-0.30731390723341084,19,,10,volume_EntropyRatio_NI,B,0.9470879809344869,False,70,1,2,False
hipp_rh_CA1_body,CA1 body,rh,volume,CSE_NI,46,-0.15164700515046392,0.34390644197804876,-0.41937576279258243,0.14080207758590074,Edad+Genero+Grupo+eTIV,0.037217937142397295,17,-0.23398050117970642,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,1,2,False
hipp_rh_CA1_body,CA1 body,rh,volume,EntropyRatio_NI,46,0.06232295354928998,0.6986842630695947,-0.19579966594820514,0.3381669609897138,Edad+Genero+Grupo+eTIV,0.19565533148955294,17,0.03312963592806233,19,,10,volume_EntropyRatio_NI,B,0.9470879809344869,False,70,2,2,True
hipp_lh_CA3_body,CA3 body,lh,volume,CSE_NI,46,-0.1129035176465795,0.48216141343028884,-0.38083878904165047,0.21487314126044854,Edad+Genero+Grupo+eTIV,0.2133009710506279,17,-0.2674780650513234,19,,10,volume_CSE_NI,B,0.997101858562917,False,70,1,2,False
hipp_lh_CA3_body,CA3 body,lh,volume,EntropyRatio_NI,46,-0.10798002213113082,0.5015859705217371,-0.4027153467492643,0.18453853506244958,Edad+Genero+Grupo+eTIV,0.38154118805867726,17,-0.27916389431074534,19,,10,volume_EntropyRatio_NI,B,0.8716044516344055,False,70,1,2,False
hipp_rh_CA3_body,CA3 body,rh,volume,CSE_NI,46,-0.13486980945996993,0.4004978496221649,-0.42967078103805256,0.12975939220440286,Edad+Genero+Grupo+eTIV,-0.10881929162255201,17,-0.15773325665236493,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,2,2,True
hipp_rh_CA3_body,CA3 body,rh,volume,EntropyRatio_NI,46,0.0670853555727568,0.6768673185269785,-0.18419678963195085,0.3164485314152293,Edad+Genero+Grupo+eTIV,0.17905384950805286,17,0.016492968679987022,19,,10,volume_EntropyRatio_NI,B,0.9470879809344869,False,70,2,2,True
hipp_lh_CA4_body,CA4 body,lh,volume,CSE_NI,46,-0.23808328356539993,0.1338785589543351,-0.5266662116230053,0.08564938885362501,Edad+Genero+Grupo+eTIV,-0.04108147073294671,17,-0.3452444983818148,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,2,2,True
hipp_lh_CA4_body,CA4 body,lh,volume,EntropyRatio_NI,46,-0.037243597150751165,0.8171745349800436,-0.4138485168065354,0.2963920545215993,Edad+Genero+Grupo+eTIV,0.38878610298837696,17,-0.09289784155962748,19,,10,volume_EntropyRatio_NI,B,0.9533702908100509,False,70,1,2,False
hipp_rh_CA4_body,CA4 body,rh,volume,CSE_NI,46,-0.15086266067636359,0.3464371843636343,-0.41533343793099214,0.15964959613130417,Edad+Genero+Grupo+eTIV,0.019293983628398955,17,-0.25734568373882916,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,1,2,False
hipp_rh_CA4_body,CA4 body,rh,volume,EntropyRatio_NI,46,0.11745341835957797,0.4645666153749496,-0.17959609029377696,0.36791343133481763,Edad+Genero+Grupo+eTIV,0.3001575556068306,17,0.08056548422114602,19,,10,volume_EntropyRatio_NI,B,0.8716044516344055,False,70,2,2,True
hipp_lh_GC_ML_DG_body,GC ML DG body,lh,volume,CSE_NI,46,-0.27139353974821506,0.08608782613677468,-0.5530271978243868,0.08726150474835276,Edad+Genero+Grupo+eTIV,-0.17905252297372856,17,-0.31306167671621915,19,,10,volume_CSE_NI,B,0.9510861798303317,False,70,2,2,True
hipp_lh_GC_ML_DG_body,GC ML DG body,lh,volume,EntropyRatio_NI,46,-0.05044385980340749,0.7541219289068084,-0.40692510539563576,0.3164880994196727,Edad+Genero+Grupo+eTIV,0.24709271604082503,17,-0.07605356243621757,19,,10,volume_EntropyRatio_NI,B,0.9470879809344869,False,70,1,2,False
