variable,roi,hemi,medida,outcome,n,rho,p,ic_low,ic_high,covariables,rho_MPPP,n_MPPP,rho_Vestibular,n_Vestibular,rho_Voluntario Sano,n_Voluntario Sano,familia_fdr,etapa,p_fdr,sobrevive_fdr,n_familia,grupos_mismo_signo,grupos_validos,coherente
7_precuneus_thickness_rh,Precúneo,rh,thickness,EntropyRatio_NI,46,0.10591795212161174,0.5043933294427588,-0.2519546513595314,0.41326970613437386,Edad+Genero+Grupo,0.1651594773275873,17,0.23704073585778274,19,,10,thickness_EntropyRatio_NI,B,0.6419551465635113,False,14,2,2,True
7_precuneus_area_lh,Precúneo,lh,area,CSE_NI,46,0.3442358412971101,0.027533952876011753,0.01365200499676986,0.601272385617974,Edad+Genero+Grupo+eTIV,0.26774191034173767,17,0.4453191265694445,19,,10,area_CSE_NI,B,0.1927376701320823,False,14,2,2,True
7_precuneus_area_lh,Precúneo,lh,area,EntropyRatio_NI,46,0.142721764723738,0.373373124421516,-0.1774422090312556,0.4236822884371238,Edad+Genero+Grupo+eTIV,-0.04533953737679188,17,0.35836571412673845,19,,10,area_EntropyRatio_NI,B,0.7166391190797449,False,14,1,2,False
7_precuneus_area_rh,Precúneo,rh,area,CSE_NI,46,0.2531559873742588,0.11026647473549547,-0.05919559629641726,0.5183919575192808,Edad+Genero+Grupo+eTIV,0.2334455112019876,17,0.3130177826006383,19,,10,area_CSE_NI,B,0.38593266157423417,False,14,2,2,True
7_precuneus_area_rh,Precúneo,rh,area,EntropyRatio_NI,46,0.11846641426372453,0.46069657655126456,-0.1669398890593264,0.3967134873174527,Edad+Genero+Grupo+eTIV,0.0512418401961934,17,0.042201381491686375,19,,10,area_EntropyRatio_NI,B,0.7166391190797449,False,14,2,2,True
7_precuneus_volume_lh,Precúneo,lh,volume,CSE_NI,46,0.3756746623665886,0.01549914339371717,0.06040364388830514,0.6213986124189107,Edad+Genero+Grupo+eTIV,0.10771707324450121,17,0.5184500694138212,19,,10,volume_CSE_NI,B,0.12399314714973736,False,16,2,2,True
7_precuneus_volume_lh,Precúneo,lh,volume,EntropyRatio_NI,46,0.202555054756204,0.20405278179438593,-0.09993706155458232,0.4663642447124123,Edad+Genero+Grupo+eTIV,-0.004911398647725439,17,0.4075024537946487,19,,10,volume_EntropyRatio_NI,B,0.41436148106741777,False,16,1,2,False
7_precuneus_volume_rh,Precúneo,rh,volume,CSE_NI,46,0.3256004795591634,0.03776739130298563,-0.10970214884214982,0.6397149268173619,Edad+Genero+Grupo+eTIV,0.12098673096801411,17,0.4000476228000375,19,,10,volume_CSE_NI,B,0.16416512607100583,False,16,2,2,True
7_precuneus_volume_rh,Precúneo,rh,volume,EntropyRatio_NI,46,0.2313188415141415,0.1456200616980522,-0.07545686582235771,0.5091995135310392,Edad+Genero+Grupo+eTIV,0.04523653852031871,17,0.26580779033215657,19,,10,volume_EntropyRatio_NI,B,0.41436148106741777,False,16,2,2,True
7_precuneus_LGI_lh,Precúneo,lh,LGI,CSE_NI,45,0.24435872321934687,0.12362895374234954,-0.12138290327852964,0.5369821283447037,Edad+Genero+Grupo,0.22804779576721823,17,0.22520224110250084,18,,10,LGI_CSE_NI,B,0.6043384467853379,False,14,2,2,True
7_precuneus_LGI_lh,Precúneo,lh,LGI,EntropyRatio_NI,45,0.03194082519051284,0.8428520904792246,-0.2729736835699575,0.32615847346521826,Edad+Genero+Grupo,0.08465161593420316,17,-0.03192675877243156,18,,10,LGI_EntropyRatio_NI,B,0.8982939080061468,False,14,1,2,False
7_precuneus_LGI_rh,Precúneo,rh,LGI,CSE_NI,45,0.20421978837599578,0.2002804657222694,-0.12164413514215018,0.4895780262918941,Edad+Genero+Grupo,0.1874772323686859,17,0.3331037681822004,18,,10,LGI_CSE_NI,B,0.6043384467853379,False,14,2,2,True
7_precuneus_LGI_rh,Precúneo,rh,LGI,EntropyRatio_NI,45,0.04197582005883365,0.7944170452196815,-0.25352516605735803,0.32667182967947456,Edad+Genero+Grupo,0.07695033885748774,17,0.13502614750967531,18,,10,LGI_EntropyRatio_NI,B,0.8982939080061468,False,14,2,2,True
8_isthmuscingulate_thickness_lh,Istmo del cíngulo,lh,thickness,CSE_NI,46,-0.15278799489938608,0.33405195391624515,-0.44860864353039037,0.18985755123192818,Edad+Genero+Grupo,-0.10656528558417643,17,-0.18880346715266064,19,,10,thickness_CSE_NI,B,0.584590919353429,False,14,2,2,True
8_isthmuscingulate_thickness_lh,Istmo del cíngulo,lh,thickness,EntropyRatio_NI,46,0.07648476691055472,0.6302142436426713,-0.24233142406160704,0.3766384057472868,Edad+Genero+Grupo,0.11671313489791682,17,0.21854026024258544,19,,10,thickness_EntropyRatio_NI,B,0.73524995091645,False,14,2,2,True
8_isthmuscingulate_thickness_rh,Istmo del cíngulo,rh,thickness,CSE_NI,46,0.16115357568872132,0.3079373787422347,-0.20050288596018181,0.4381544820502527,Edad+Genero+Grupo,0.4927478874669852,17,-0.14775869863172225,19,,10,thickness_CSE_NI,B,0.584590919353429,False,14,1,2,False
8_isthmuscingulate_thickness_rh,Istmo del cíngulo,rh,thickness,EntropyRatio_NI,46,0.2296361911417511,0.1434861200420854,-0.09459964435981282,0.4786551654806026,Edad+Genero+Grupo,0.30326580301605094,17,0.21641797824255812,19,,10,thickness_EntropyRatio_NI,B,0.40176113611783915,False,14,2,2,True
8_isthmuscingulate_area_lh,Istmo del cíngulo,lh,area,CSE_NI,46,0.1662402143476476,0.2989032618553055,-0.18840569561829865,0.4396829997101159,Edad+Genero+Grupo+eTIV,0.31935736147503485,17,0.04472257736910634,19,,10,area_CSE_NI,B,0.6974409443290462,False,14,2,2,True
8_isthmuscingulate_area_lh,Istmo del cíngulo,lh,area,EntropyRatio_NI,46,0.1679195381564456,0.2939789449382147,-0.13567553880396344,0.4196189629609222,Edad+Genero+Grupo+eTIV,0.09277497360442238,17,0.2582194346706154,19,,10,area_EntropyRatio_NI,B,0.7166391190797449,False,14,2,2,True
8_isthmuscingulate_area_rh,Istmo del cíngulo,rh,area,CSE_NI,46,0.02499883803470424,0.8767073658096584,-0.2872068160636886,0.38242018399857475,Edad+Genero+Grupo+eTIV,0.3567950738543417,17,-0.18861068201412537,19,,10,area_CSE_NI,B,0.9491480807465154,False,14,1,2,False
8_isthmuscingulate_area_rh,Istmo del cíngulo,rh,area,EntropyRatio_NI,46,0.07238747830997014,0.652881494573726,-0.27729916832933704,0.37027018226804453,Edad+Genero+Grupo+eTIV,0.013018561145951464,17,-0.03455504418192975,19,,10,area_EntropyRatio_NI,B,0.8309400840029241,False,14,1,2,False
8_isthmuscingulate_volume_lh,Istmo del cíngulo,lh,volume,CSE_NI,46,0.1361441927203307,0.39601981552294047,-0.2121510645406363,0.4271865723942974,Edad+Genero+Grupo+eTIV,0.26411207085317,17,0.02366114786461654,19,,10,volume_CSE_NI,B,0.633145336153102,False,16,2,2,True
8_isthmuscingulate_volume_lh,Istmo del cíngulo,lh,volume,EntropyRatio_NI,46,0.2556658599803239,0.10666297036763646,-0.04313769163322005,0.4942109185400984,Edad+Genero+Grupo+eTIV,0.1350872928056425,17,0.37434628914956725,19,,10,volume_EntropyRatio_NI,B,0.41436148106741777,False,16,2,2,True
8_isthmuscingulate_volume_rh,Istmo del cíngulo,rh,volume,CSE_NI,46,0.1455405050901248,0.36390904235141436,-0.19749845492955537,0.4708014726668539,Edad+Genero+Grupo+eTIV,0.5352844346697138,17,-0.07834603830118911,19,,10,volume_CSE_NI,B,0.633145336153102,False,16,1,2,False
8_isthmuscingulate_volume_rh,Istmo del cíngulo,rh,volume,EntropyRatio_NI,46,0.16421609738882842,0.304908515991638,-0.18970276038686065,0.46400867341144636,Edad+Genero+Grupo+eTIV,0.1129651019704353,17,0.2562532580391759,19,,10,volume_EntropyRatio_NI,B,0.43212968655388023,False,16,2,2,True
8_isthmuscingulate_LGI_lh,Istmo del cíngulo,lh,LGI,CSE_NI,45,0.07403351100277002,0.6455033519739899,-0.24564553785575988,0.39077241968462223,Edad+Genero+Grupo,0.2005423994683437,17,0.01781140805970056,18,,10,LGI_CSE_NI,B,0.7956320625816907,False,14,2,2,True
8_isthmuscingulate_LGI_lh,Istmo del cíngulo,lh,LGI,EntropyRatio_NI,45,-0.049367710324454125,0.7592096719154948,-0.3732817233984174,0.293871597954371,Edad+Genero+Grupo,0.20053869473522218,17,-0.14959137200412298,18,,10,LGI_EntropyRatio_NI,B,0.8982939080061468,False,14,1,2,False
8_isthmuscingulate_LGI_rh,Istmo del cíngulo,rh,LGI,CSE_NI,45,0.21253125788861824,0.18217807322840077,-0.07382494624303756,0.49510513963203656,Edad+Genero+Grupo,0.013933919075068874,17,0.37649928754334644,18,,10,LGI_CSE_NI,B,0.6043384467853379,False,14,2,2,True
8_isthmuscingulate_LGI_rh,Istmo del cíngulo,rh,LGI,EntropyRatio_NI,45,0.02757779338417928,0.864101465285352,-0.284732335801945,0.3152856176415642,Edad+Genero+Grupo,0.24545011918521048,17,0.06146205359425648,18,,10,LGI_EntropyRatio_NI,B,0.8982939080061468,False,14,2,2,True
