variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,n_Voluntario Sano,media_MPPP,media_Vestibular,media_Voluntario Sano,MPPP_vs_VoluntarioSano_dif,MPPP_vs_VoluntarioSano_d,MPPP_vs_VoluntarioSano_d_ic_low,MPPP_vs_VoluntarioSano_d_ic_high,MPPP_vs_VoluntarioSano_p,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,roi_n,roi,hemi,medida,familia_fdr,ajusta_etiv,prioridad,modelo,p_fdr,sobrevive_fdr,n_familia
AI_16a_LGI,35,"Q('AI_16a_LGI') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",5.019826528787189,1,30,0.032616384055627605,0.040563808372426825,0.033396660333966606,0.14334241560736355,0.0017924524470980998,0.39821195249419566,0.1208462995250333,0.8267687939176935,0.43566201657067133,18,17,,-0.0011766763065675628,0.009798912155303919,,,,,,,-0.013227175558648935,-0.7676720944724144,-1.4995086657118883,0.06975738761092284,0.03261638405562774,C3,16a,Precentral,AI,LGI,LGI,False,media,dirigido_MPPP_vs_Vest,0.26717328267173285,False,16
AI_16a_area,36,"Q('AI_16a_area') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.061484926367115174,1,31,0.805799327571407,0.8070009010758498,0.8046195380461953,0.001979458693390494,3.9464335882813954e-08,0.02186016994085212,0.8616442690880997,0.09669937616127688,0.13688496264202954,19,17,,0.006940240264853071,0.00702068168435465,,,,,,,0.0025891216604199373,0.08397889302529228,-0.7380394826631633,0.7015795558881649,0.8057993275713904,C3,16a,Precentral,AI,area,area,False,media,dirigido_MPPP_vs_Vest,0.8202179782021798,False,16
AI_16a_thickness,36,"Q('AI_16a_thickness') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.4181263061727589,1,31,0.5226326003357366,0.6268518273778501,0.5365463453654634,0.013308441824253826,1.2108469600862876e-07,0.10507696384229459,0.33380909447762275,0.0001283071483860703,0.6264825624265487,19,17,,0.012316732726550692,0.006487009020883149,,,,,,,0.004825371199159377,0.21899770462894277,-0.9615003026449687,0.9273881609896135,0.5226326003357348,C3,16a,Precentral,AI,thickness,thickness,False,media,dirigido_MPPP_vs_Vest,0.8584741525847415,False,16
AI_16a_volume,36,"Q('AI_16a_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.49655637066816294,1,31,0.48627791730754927,0.5386284970934936,0.48435156484351566,0.015765417807090544,1.3893391291475836e-08,0.11522685013520613,0.6688100139293489,0.29745812124283894,0.3492085300640493,19,17,,0.017803191429679243,0.010022870637605558,,,,,,,0.009335422529702576,0.23865475737973135,-0.6594028326832543,0.8683364425108027,0.48627791730754616,C3,16a,Precentral,AI,volume,volume,False,media,dirigido_MPPP_vs_Vest,0.7510677503678204,False,20
AI_16b_LGI,35,"Q('AI_16b_LGI') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",3.6698137177474552,1,30,0.06498057867416293,0.07807309833711593,0.0664933506649335,0.10899417943061224,0.0012745941238197882,0.32441686731965946,0.17599122082893362,0.28472336062294146,0.8315000329688262,18,17,,0.009029345651144688,0.01686793280326536,,,,,,,-0.009711578137829987,-0.6563770823433839,-1.3527046659159048,0.07974688436416054,0.06498057867416293,C3,16b,Postcentral,AI,LGI,LGI,False,media,dirigido_MPPP_vs_Vest,0.354631203546312,False,16
AI_16b_area,36,"Q('AI_16b_area') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.39938625590170496,1,31,0.5320397987093994,0.5874415608588442,0.5403459654034597,0.012719556129115035,1.3556912511678633e-07,0.10892621535915649,0.4956930259286003,0.2164269139326287,0.6399583145008627,19,17,,0.04241441515505678,0.030533392190349683,,,,,,,0.010399846424599062,0.21403380621204093,-0.6083922549492703,0.9083810093349698,0.5320397987094003,C3,16b,Postcentral,AI,area,area,False,media,dirigido_MPPP_vs_Vest,0.7849061247721382,False,16
AI_16b_thickness,36,"Q('AI_16b_thickness') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.5720214705062502,1,31,0.4551663259767931,0.5580434909457531,0.46055394460553944,0.01811798687140187,4.2792765094803465e-06,0.14549539952421273,0.45647901129931145,0.05624374317600018,0.8472287060387895,19,17,,0.005059944115056469,-5.2009449357320426e-05,,,,,,,0.005610657469581063,0.25614859735548196,-0.4456268105751365,1.16937397626005,0.4551663259767891,C3,16b,Postcentral,AI,thickness,thickness,False,media,dirigido_MPPP_vs_Vest,0.8584741525847415,False,16
AI_16b_volume,36,"Q('AI_16b_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.791511246535331,1,31,0.38049592101956053,0.4174346345878862,0.37796220377962203,0.02489693680798489,9.51945458753655e-06,0.1826361575400662,0.4758645633414271,0.2956345748947956,0.5715645756080784,19,17,,0.04542408133566318,0.02940193092041631,,,,,,,0.015244060484517583,0.30131056655943883,-0.45626409436487725,1.0070653275129564,0.3804959210195587,C3,16b,Postcentral,AI,volume,volume,False,media,dirigido_MPPP_vs_Vest,0.7510677503678204,False,20
AI_17_volume,36,"Q('AI_17_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.015605558302977315,1,31,0.9013917230828341,0.9045793657465533,0.9069093090690931,0.0005031518173534309,1.3812112546477041e-09,0.002880473463315927,0.9873590301307863,0.859386561714397,0.28593255480200785,19,17,,0.01877974730503937,0.018389069457421366,,,,,,,0.0008996826785428211,0.042308289975961776,-0.7218550277266491,0.707487086729082,0.9013917230828501,C3,17,Tálamo,AI,volume,volume,False,media,dirigido_MPPP_vs_Vest,0.9486051394860514,False,20
AI_18_volume,36,"Q('AI_18_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.1770064083003244,1,31,0.2863316178178637,0.32774250742803707,0.2776722327767223,0.03657911470585735,0.00011572809355109038,0.23199361976025104,0.4956930259286003,0.6698078769302362,0.249867607012204,19,17,,-0.028211956986321424,-0.01753966001854787,,,,,,,-0.01279957812093815,-0.36743052279508653,-1.169149885344327,0.3318502527589832,0.2863316178178644,C3,18,Amígdala,AI,volume,volume,False,media,dirigido_MPPP_vs_Vest,0.7510677503678204,False,20
AI_19_volume,36,"Q('AI_19_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.4875676717297452,1,31,0.49021950488862814,0.5073508834289938,0.48385161483851613,0.015484450142762044,4.76958851247896e-06,0.14590763049732602,0.5577280486714316,0.7732491772265928,0.4286953101982195,19,17,,0.001255336009589902,0.004105644244460608,,,,,,,-0.0024960872874142236,-0.23648481969606505,-0.9334110707914303,0.5081227732749627,0.4902195048886283,C3,19,Cerebelo,AI,volume,volume,False,media,dirigido_MPPP_vs_Vest,0.7510677503678204,False,20
AI_2_LGI,35,"Q('AI_2_LGI') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.13690797394826662,1,30,0.7139738859423344,0.7233173622624064,0.7181281871812819,0.0045428673063147755,1.1617412430217934e-07,0.046497496903061736,0.9736706657033815,0.983804680341849,0.6289129715579114,18,17,,0.004544805426343375,0.0048604677099660125,,,,,,,-0.002054559340193748,-0.1267785472766933,-0.8524275022223661,0.5874407707401229,0.7139738859423261,C3,2,Giro supramarginal,AI,LGI,LGI,False,alta,dirigido_MPPP_vs_Vest,0.9652368096523681,False,16
AI_2_area,36,"Q('AI_2_area') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.16874225214608776,1,31,0.6840577559704033,0.747690231293123,0.7030296970302969,0.005413829367287646,3.772099198816212e-09,0.04719188258640853,0.401065531261771,0.0031379286378538053,0.6395351513689037,19,17,,0.04101597728263894,0.027732273407521636,,,,,,,0.009421410944612695,0.13912261672363865,-0.9574060816226858,0.848985284558184,0.6840577559704037,C3,2,Giro supramarginal,AI,area,area,False,alta,dirigido_MPPP_vs_Vest,0.8034625108917679,False,16
AI_2_thickness,36,"Q('AI_2_thickness') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.0695278301907312,1,31,0.3090528900390857,0.3386889519427517,0.30796920307969206,0.03335028304295337,2.959482994474668e-05,0.22983483246158423,0.23472205849645875,0.8726374123618803,0.926325508890339,19,17,,0.0007135131143572582,-0.004959336248431347,,,,,,,0.005493170986756074,0.3502529984864671,-0.4605695705375332,1.1146312594032748,0.3090528900390857,C3,2,Giro supramarginal,AI,thickness,thickness,False,alta,dirigido_MPPP_vs_Vest,0.8584741525847415,False,16
AI_2_volume,36,"Q('AI_2_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.4343093270880205,1,31,0.5147477787921194,0.5969969215187394,0.5226477352264773,0.0138164106794534,9.45466980661552e-09,0.11681762634990299,0.4758645633414271,0.07375275786243925,0.8192758074843086,19,17,,0.042936468796465205,0.022302087338240625,,,,,,,0.017013010332502326,0.22319547990076372,-0.7440847485053643,0.9239306218637249,0.5147477787921187,C3,2,Giro supramarginal,AI,volume,volume,False,alta,dirigido_MPPP_vs_Vest,0.7510677503678204,False,20
AI_3_LGI,35,"Q('AI_3_LGI') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.12866270483024927,1,30,0.7223347178080578,0.7355190212889768,0.7239276072392761,0.004270441940644846,5.5211499446313415e-09,0.04754392974615488,0.7413628011959652,0.638788934368247,0.6443858851032418,18,17,,0.006213622202687322,0.003776550978800201,,,,,,,0.0017776667925589367,0.12290165688366302,-0.6302629177182396,0.8604246836933281,0.7223347178080616,C3,3,Temporal superior,AI,LGI,LGI,False,alta,dirigido_MPPP_vs_Vest,0.9652368096523681,False,16
AI_3_area,36,"Q('AI_3_area') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.892934041058816,1,31,0.35199087874235774,0.3790573754927599,0.35236476352364765,0.027997864351685452,2.133401770203301e-05,0.1940114058102578,0.3030827770924374,0.09949852349279592,0.9870490956131673,19,17,,0.03970849093691585,0.027983510893058755,,,,,,,0.010311205579413837,0.32003354845231785,-0.4324129079824156,1.0745476536442056,0.3519908787423585,C3,3,Temporal superior,AI,area,area,False,alta,dirigido_MPPP_vs_Vest,0.7849061247721382,False,16
AI_3_thickness,36,"Q('AI_3_thickness') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.0034587162927437196,1,31,0.9534802462391015,0.9576770230677071,0.9497050294970503,0.00011155904650490227,1.0530045090829267e-08,0.00037407090757149593,0.7155543412978354,0.8746948202447666,0.7252936799610596,19,17,,-0.008143083910959581,-0.009178857839903567,,,,,,,0.0003127950795178739,0.0199178880414531,-0.8036986730910777,0.7600358937252377,0.9534802462391073,C3,3,Temporal superior,AI,thickness,thickness,False,alta,dirigido_MPPP_vs_Vest,0.9874012598740126,False,16
AI_3_volume,36,"Q('AI_3_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",2.7955177548646817,1,31,0.10459369329788937,0.11639804018004697,0.10378962103789621,0.08271859526289643,0.0006512922641065625,0.30284832453433685,0.10954963655164406,0.9093105118566394,0.8264258985131704,19,17,,0.03299474258193915,0.013708868958253734,,,,,,,0.017304591323634877,0.5662613818962973,-0.1370598391330382,1.2391041864209016,0.1045936932978901,C3,3,Temporal superior,AI,volume,volume,False,alta,dirigido_MPPP_vs_Vest,0.6919308069193081,False,20
AI_4_volume,36,"Q('AI_4_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",3.6445137956242943,1,31,0.0655487664815866,0.10251781552659044,0.0627937206279372,0.10519742944363697,0.0005166433032600263,0.32948942903177514,0.05522572918459422,0.47845691347149544,0.5600407304086101,19,17,,-0.025352950999412916,-0.007211840630591843,,,,,,,-0.01752312933120831,-0.6465552109327889,-1.3457897071460765,0.10109265113894543,0.0655487664815864,C3,4,Hipocampo,AI,volume,volume,False,alta,dirigido_MPPP_vs_Vest,0.627937206279372,False,20
AI_5_LGI,35,"Q('AI_5_LGI') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.6913857350899466,1,30,0.41226305844642175,0.45984619043162434,0.4146585341465853,0.022527028953908533,2.502293583392999e-06,0.183877117985415,0.322102008128892,0.7485946617563128,0.32671418515783873,18,17,,-0.012480365326383077,-0.006482906465605339,,,,,,,-0.00560923888501286,-0.28489944723463445,-1.0299213986596052,0.603834169981638,0.41226305844642336,C3,5,Corteza parahipocampal,AI,LGI,LGI,False,alta,dirigido_MPPP_vs_Vest,0.9635036496350365,False,16
AI_5_area,36,"Q('AI_5_area') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.24305467431256206,1,31,0.6254828099687142,0.6229285279946806,0.6293370662933707,0.00777947857039718,1.7513046690093649e-07,0.08332965896024062,0.27429718847955326,0.20822478661676275,0.07619399942740174,19,17,,0.022833834199939347,0.03526516922651453,,,,,,,-0.007688105430913284,-0.16696975343170428,-0.8725161539174359,0.5598379084831467,0.6254828099687096,C3,5,Corteza parahipocampal,AI,area,area,False,alta,dirigido_MPPP_vs_Vest,0.7849061247721382,False,16
AI_5_thickness,36,"Q('AI_5_thickness') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.541929062494358,1,31,0.4671687094210666,0.4713853662029495,0.4617538246175382,0.017181227610417495,2.6015546300171653e-06,0.1464615702116101,0.45647901129931145,0.21048056692814465,0.18748097221116414,19,17,,0.010972099507029376,0.01771823562390174,,,,,,,-0.007827325317225263,-0.24931995393286066,-0.9447944027234754,0.47987461783921875,0.4671687094210647,C3,5,Corteza parahipocampal,AI,thickness,thickness,False,alta,dirigido_MPPP_vs_Vest,0.8584741525847415,False,16
AI_5_volume,36,"Q('AI_5_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.2090432252065095,1,31,0.2799877537527529,0.2750846684556174,0.2792720727927207,0.03753738404313491,5.530142985000364e-05,0.19953399346518744,0.2106945987455428,0.7904861218811742,0.16095203139714562,19,17,,0.042146472746106424,0.06325744238898043,,,,,,,-0.01752691436627775,-0.37239747783654636,-1.0650617429188582,0.3241495337870337,0.2799877537527513,C3,5,Corteza parahipocampal,AI,volume,volume,False,alta,dirigido_MPPP_vs_Vest,0.7510677503678204,False,20
AI_6_LGI,35,"Q('AI_6_LGI') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.0003564368000016831,1,30,0.985062214490887,0.9860706500573981,0.9854014598540146,1.1881085504852839e-05,1.6558758873482432e-07,3.2914151627392142e-06,0.8949687316194428,0.44535474071646797,0.04150899790962808,18,17,,-0.012834673432679439,-0.014673543274519212,,,,,,,0.0001214716713018385,0.006468784259853446,-0.6932971110787405,0.7719255003557638,0.9850622144906661,C3,6,Corteza entorrinal,AI,LGI,LGI,False,alta,dirigido_MPPP_vs_Vest,0.9854014598540146,False,16
AI_6_area,36,"Q('AI_6_area') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",2.7549453721700385,1,31,0.10703835080191929,0.0982546212044396,0.1090890910908909,0.08161605186425246,0.0004466983910993174,0.27855596441577174,0.06844991112706902,0.3105483451491634,0.08374072172354062,19,17,,0.02386844983094924,0.06559614375482865,,,,,,,-0.039145144519565384,-0.5621371828049069,-1.1828538315282497,0.1923179724750065,0.10703835080191945,C3,6,Corteza entorrinal,AI,area,area,False,alta,dirigido_MPPP_vs_Vest,0.7849061247721382,False,16
AI_6_thickness,36,"Q('AI_6_thickness') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.09334786882340344,1,31,0.7620056550407194,0.7994623552235972,0.758024197580242,0.003002181341720402,7.545442792204813e-08,0.02578238896646153,0.7876649183903306,0.3299080079890101,0.4738546962451333,19,17,,-0.0034620617415061514,-0.003569577451792426,,,,,,,-0.0028603387227372585,-0.10347561603874667,-0.8400510052011771,0.8354895598712465,0.7620056550407261,C3,6,Corteza entorrinal,AI,thickness,thickness,False,alta,dirigido_MPPP_vs_Vest,0.95990400959904,False,16
AI_6_volume,36,"Q('AI_6_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.367283858448051,1,31,0.2511917532573129,0.3000771857342323,0.2515748425157484,0.042242774043926505,3.0177231490871488e-05,0.22564434853080667,0.3030827770924374,0.5626252808095245,0.29262325471724576,19,17,,0.023463608861640495,0.05373760678955899,,,,,,,-0.03148503206378897,-0.3960182136047207,-1.1224546662360764,0.44182519433312495,0.2511917532573129,C3,6,Corteza entorrinal,AI,volume,volume,False,alta,dirigido_MPPP_vs_Vest,0.7510677503678204,False,20
AI_7_LGI,35,"Q('AI_7_LGI') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.5165045083853188,1,30,0.47789727269581783,0.5445462548235533,0.48175182481751827,0.016925415171432687,1.739246094543259e-06,0.14838361589738125,0.6205480473200585,0.33038914157604793,0.9636250767183772,18,17,,-0.03160511021151746,-0.027461773363848592,,,,,,,-0.005163775026263106,-0.24624558777799643,-1.1182813693247386,0.5408404137900958,0.4778972726958183,C3,7,Precúneo,AI,LGI,LGI,False,alta,dirigido_MPPP_vs_Vest,0.9635036496350365,False,16
AI_7_area,36,"Q('AI_7_area') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.3074038865184168,1,31,0.5832558723899257,0.6463035991641897,0.5811418858114189,0.009818887814290824,5.82662856569907e-07,0.10146472475855185,0.31820301451811916,0.35886991460743,0.7002827700424525,19,17,,-0.03802650870175608,-0.049200170226822715,,,,,,,0.007707846249674388,0.18777617749828146,-0.6642577650828811,0.9829888747048611,0.5832558723899293,C3,7,Precúneo,AI,area,area,False,alta,dirigido_MPPP_vs_Vest,0.7849061247721382,False,16
AI_7_thickness,36,"Q('AI_7_thickness') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.07241528354637386,1,31,0.7896350566226189,0.8133628628940991,0.7856214378562144,0.0023305328177922356,7.235057402839147e-09,0.026206500611307863,0.4758645633414271,0.11972948886753315,0.053490390947146596,19,17,,-0.0060173405482367055,-0.0029142416096839307,,,,,,,-0.0014694281446036746,-0.09113830237931139,-0.8653842256309369,0.7451011374233567,0.7896350566226134,C3,7,Precúneo,AI,thickness,thickness,False,alta,dirigido_MPPP_vs_Vest,0.95990400959904,False,16
AI_7_volume,36,"Q('AI_7_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.050637549642373415,1,31,0.8234343861737579,0.856068364204558,0.8271172882711729,0.001630805472558055,9.462607232271881e-08,0.014294042020403316,0.9620897789439782,0.24423701773125184,0.632153059297384,19,17,,-0.037220198522869105,-0.04119040842475542,,,,,,,0.0025545388867978906,0.07621178927908588,-0.8478341085005612,0.8657685295379761,0.8234343861737461,C3,7,Precúneo,AI,volume,volume,False,alta,dirigido_MPPP_vs_Vest,0.9190192091901921,False,20
AI_8_LGI,35,"Q('AI_8_LGI') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.06485633217876766,1,30,0.800716385014753,0.8081228736550046,0.8034196580341966,0.0021572141061373096,1.5308494182427347e-09,0.02042842268901755,0.6920614909359388,0.9259840782388317,0.8010203104734323,18,17,,-0.02865335285091588,-0.025169295398528847,,,,,,,-0.0018926578243051656,-0.08725846952991373,-0.8195380485614018,0.6515902940186569,0.8007163850147594,C3,8,Istmo del cíngulo,AI,LGI,LGI,False,alta,dirigido_MPPP_vs_Vest,0.9843282338432823,False,16
AI_8_area,36,"Q('AI_8_area') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.732902404593147,1,31,0.19769117714503212,0.1926817198397302,0.19608039196080393,0.05294068894880469,5.676261229396782e-05,0.26567168241440825,0.14936360387020636,0.6088126147391346,0.08233260475576103,19,17,,0.020430950352330408,0.046253827403101945,,,,,,,-0.02594034173254222,-0.44583367540467267,-1.1464418885565044,0.30343395614985397,0.1976911771450307,C3,8,Istmo del cíngulo,AI,area,area,False,alta,dirigido_MPPP_vs_Vest,0.7849061247721382,False,16
AI_8_thickness,36,"Q('AI_8_thickness') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.0002784433376243214,1,31,0.9867935556804566,0.9877119010080615,0.9874012598740126,8.981962472797163e-06,1.0173096849880998e-08,2.740031986933e-06,0.8368151279952135,0.9057018839935895,0.9845054478624384,19,17,,0.013902783934690532,0.013852112554508586,,,,,,,-0.0001609597323159427,-0.005651376384159544,-0.7374277644441659,0.7744998498613215,0.9867935556802968,C3,8,Istmo del cíngulo,AI,thickness,thickness,False,alta,dirigido_MPPP_vs_Vest,0.9874012598740126,False,16
AI_8_volume,36,"Q('AI_8_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.1188579159032832,1,31,0.2983377887571931,0.30001330406814436,0.3040695930406959,0.034834922176647305,4.34852519375425e-05,0.25392664497724327,0.3030827770924374,0.7375681707582987,0.14000150631968938,19,17,,0.0250440328391953,0.048064997217007396,,,,,,,-0.02369965667765754,-0.3582393485143596,-1.1055225669630588,0.3966871185201512,0.298337788757194,C3,8,Istmo del cíngulo,AI,volume,volume,False,alta,dirigido_MPPP_vs_Vest,0.7510677503678204,False,20
AI_9_LGI,35,"Q('AI_9_LGI') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",5.982790806931005,1,30,0.02052681094477872,0.046246732118419634,0.0198980101989801,0.1662681151951838,0.00042825640749278367,0.44062079124893444,0.05149995680171509,0.402646931992113,0.7073199902412615,18,17,,-0.005464147727709001,0.004750363933131524,,,,,,,-0.011243184035375591,-0.8380758149723233,-1.6508743748212995,0.15655297753662648,0.020526810944778807,C3,9,Parietal superior,AI,LGI,LGI,False,media,dirigido_MPPP_vs_Vest,0.26717328267173285,False,16
AI_9_area,36,"Q('AI_9_area') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.25088560795802156,1,31,0.6199902301630291,0.7118652527747817,0.6244375562443756,0.008028111942342321,7.148694899495313e-10,0.06614849760436704,0.6458971906446955,2.6276922324879808e-05,0.23929642299855722,19,17,,-0.006267058733356541,0.006018143948484867,,,,,,,-0.011789787233401764,-0.1696382139818237,-1.1112694833919579,0.6879472852199158,0.6199902301630178,C3,9,Parietal superior,AI,area,area,False,media,dirigido_MPPP_vs_Vest,0.7849061247721382,False,16
AI_9_thickness,36,"Q('AI_9_thickness') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.1264004483413981,1,31,0.724601638555407,0.7379145922613422,0.7159284071592841,0.00406087586488445,4.4181758525728377e-07,0.04184383213686783,0.7633903885467929,0.27355820500679795,0.10665810542000292,19,17,,0.007482331694694531,0.00919916069063334,,,,,,,-0.001827475722697555,-0.12040932566823868,-0.8161319173818024,0.6069680449993713,0.7246016385554103,C3,9,Parietal superior,AI,thickness,thickness,False,media,dirigido_MPPP_vs_Vest,0.95990400959904,False,16
AI_9_volume,36,"Q('AI_9_volume') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.22575006158853697,1,31,0.6380238177157472,0.7233830128016681,0.6471352864713529,0.007229612135602051,1.6366096303798074e-08,0.06816393281651396,0.5366366481831104,7.55125984911418e-05,0.49687150355303633,19,17,,0.0014436751536584579,0.014010242485977287,,,,,,,-0.011453699357084754,-0.1609161953669959,-1.1427087766155892,0.6383777660876891,0.6380238177157467,C3,9,Parietal superior,AI,volume,volume,False,media,dirigido_MPPP_vs_Vest,0.8089191080891911,False,20
