variable,roi,hemi,medida,outcome,n,rho,p,ic_low,ic_high,covariables,rho_MPPP,n_MPPP,rho_Vestibular,n_Vestibular,familia_fdr,etapa,p_fdr,sobrevive_fdr,n_familia,grupos_mismo_signo,grupos_validos,coherente
1_comp_volume_rh,Ínsula posterior,rh,volume,Niigata,31,-0.17327348890999136,0.3874139508226571,-0.4930761395551014,0.3162357467131436,Edad+Genero+Grupo+eTIV,-0.30445132031225386,14,-0.25725804633407817,17,volume_Niigata,B,0.7557393418841607,False,86,2,2,True
1_comp_volume_rh,Ínsula posterior,rh,volume,DHI,30,-0.26210673919623545,0.19583415986542446,-0.6081872243983736,0.31260657061682995,Edad+Genero+Grupo+eTIV,-0.6015616306329037,13,-0.1670616126500951,17,volume_DHI,B,0.7655335340193865,False,86,2,2,True
1_comp_LGI_lh,Ínsula posterior,lh,LGI,Niigata,31,0.09217074914327927,0.6408715220452534,-0.305140172198712,0.47705557663660875,Edad+Genero+Grupo,0.0740777172115382,14,-0.007761300087330039,17,LGI_Niigata,B,0.9703936934456393,False,32,1,2,False
1_comp_LGI_lh,Ínsula posterior,lh,LGI,DHI,30,0.23804510855728306,0.23182488760478603,-0.16078818384592652,0.5676998488914109,Edad+Genero+Grupo,0.21505739205420465,13,0.24799210671876376,17,LGI_DHI,B,0.9159612902733524,False,32,2,2,True
1_comp_LGI_rh,Ínsula posterior,rh,LGI,Niigata,31,0.20354933405552247,0.298850314963296,-0.17607571967119676,0.5523693484054535,Edad+Genero+Grupo,-0.014414059730275888,14,0.3531368716775523,17,LGI_Niigata,B,0.9703936934456393,False,32,1,2,False
1_comp_LGI_rh,Ínsula posterior,rh,LGI,DHI,30,0.27357302206799144,0.1673495631465191,-0.1290929217534748,0.5960560802977913,Edad+Genero+Grupo,0.10221010937768964,13,0.4165996366127554,17,LGI_DHI,B,0.9159612902733524,False,32,2,2,True
2_supramarginal_thickness_lh,Giro supramarginal,lh,thickness,Niigata,31,-0.395421129880228,0.037276778521959535,-0.6578469624675475,-0.06721438299041141,Edad+Genero+Grupo,-0.4565692655250658,14,-0.3282909324213947,17,thickness_Niigata,B,0.08225438227820141,False,32,2,2,True
2_supramarginal_thickness_lh,Giro supramarginal,lh,thickness,DHI,30,-0.4586585424474782,0.016116433019473544,-0.7412526618246373,-0.05773837899783767,Edad+Genero+Grupo,-0.24754660300755343,13,-0.5161011863606523,17,thickness_DHI,B,0.03967121974024257,True,32,2,2,True
2_supramarginal_thickness_rh,Giro supramarginal,rh,thickness,Niigata,31,-0.7023917506460544,3.090997167648908e-05,-0.8644679286658268,-0.51275346585549,Edad+Genero+Grupo,-0.7134554009340583,14,-0.705917971331591,17,thickness_Niigata,B,0.0009891190936476505,True,32,2,2,True
2_supramarginal_thickness_rh,Giro supramarginal,rh,thickness,DHI,30,-0.6859397670606132,7.832689826456591e-05,-0.8502350331957899,-0.3726821023116388,Edad+Genero+Grupo,-0.37888398020822467,13,-0.8025004731831126,17,thickness_DHI,B,0.0011693660953319084,True,32,2,2,True
2_supramarginal_area_lh,Giro supramarginal,lh,area,Niigata,31,0.24292177224002712,0.22211601888522667,-0.1710188553278767,0.6032052270702329,Edad+Genero+Grupo+eTIV,0.18390334736628142,14,0.3001511710121198,17,area_Niigata,B,0.7795840341248568,False,32,2,2,True
2_supramarginal_area_lh,Giro supramarginal,lh,area,DHI,30,0.09465011809137683,0.6455723708654195,-0.38347334366759345,0.5176087200475994,Edad+Genero+Grupo+eTIV,0.13673337336010916,13,0.2096179337191861,17,area_DHI,B,0.9548585268453689,False,32,2,2,True
2_supramarginal_area_rh,Giro supramarginal,rh,area,Niigata,31,-0.11219450846656573,0.5774194624172237,-0.6018446847395309,0.30106938781281584,Edad+Genero+Grupo+eTIV,0.4096447722962994,14,-0.2600956557325096,17,area_Niigata,B,0.7829512159691047,False,32,1,2,False
2_supramarginal_area_rh,Giro supramarginal,rh,area,DHI,30,-0.12445886175488984,0.5446676265486041,-0.5551579941132474,0.30779707442849824,Edad+Genero+Grupo+eTIV,0.19943784546451365,13,-0.08135633359449598,17,area_DHI,B,0.9548585268453689,False,32,1,2,False
2_supramarginal_volume_lh,Giro supramarginal,lh,volume,Niigata,31,0.10475439364254328,0.6030651569118143,-0.2875528191696169,0.5459588147888407,Edad+Genero+Grupo+eTIV,-0.21196228361736583,14,0.03795008699310701,17,volume_Niigata,B,0.8643933915736004,False,86,1,2,False
2_supramarginal_volume_lh,Giro supramarginal,lh,volume,DHI,30,-0.14114800847491604,0.49159408758842316,-0.5490238653605248,0.374380497702052,Edad+Genero+Grupo+eTIV,-0.21160254365255188,13,-0.1766066041108352,17,volume_DHI,B,0.813275934663149,False,86,2,2,True
