variable,roi,hemi,medida,outcome,n,rho,p,ic_low,ic_high,covariables,rho_MPPP,n_MPPP,rho_Vestibular,n_Vestibular,familia_fdr,etapa,p_fdr,sobrevive_fdr,n_familia,grupos_mismo_signo,grupos_validos,coherente
2_supramarginal_volume_rh,Giro supramarginal,rh,volume,Niigata,31,-0.3334402601046555,0.08919576180556595,-0.7648734487144853,0.09432107797568089,Edad+Genero+Grupo+eTIV,-0.061148223234024614,14,-0.4291936597868916,17,volume_Niigata,B,0.3950027415269783,False,86,2,2,True
2_supramarginal_volume_rh,Giro supramarginal,rh,volume,DHI,30,-0.3794470496188884,0.055895127995387046,-0.7241571526783761,-0.01572573676621376,Edad+Genero+Grupo+eTIV,-0.19227189979575068,13,-0.35856859098910243,17,volume_DHI,B,0.5554060348702979,False,86,2,2,True
2_supramarginal_LGI_lh,Giro supramarginal,lh,LGI,Niigata,31,-0.006400553205067293,0.9742131553772617,-0.36485105389705846,0.3893863012792747,Edad+Genero+Grupo,0.1361116361076055,14,-0.1222229901700348,17,LGI_Niigata,B,0.9845462157919936,False,32,1,2,False
2_supramarginal_LGI_lh,Giro supramarginal,lh,LGI,DHI,30,0.04914847887767762,0.8076603130802398,-0.33772468466361294,0.45106258913853925,Edad+Genero+Grupo,-0.11654279467652548,13,0.15641983672134774,17,LGI_DHI,B,0.9438893244114561,False,32,1,2,False
2_supramarginal_LGI_rh,Giro supramarginal,rh,LGI,Niigata,31,-0.08883113724017878,0.6530637603136474,-0.4028060242009556,0.26168171804894075,Edad+Genero+Grupo,0.15269072588430538,14,-0.12601263917999903,17,LGI_Niigata,B,0.9703936934456393,False,32,1,2,False
2_supramarginal_LGI_rh,Giro supramarginal,rh,LGI,DHI,30,-0.18276429489810211,0.36153055130282585,-0.5029298576519314,0.2051079694099213,Edad+Genero+Grupo,-0.12198826762459782,13,-0.18943167469444236,17,LGI_DHI,B,0.9159612902733524,False,32,2,2,True
3_superiortemporal_thickness_lh,Temporal superior,lh,thickness,Niigata,31,-0.3574806969554741,0.06181491387775855,-0.6587415415612592,0.023059326323417433,Edad+Genero+Grupo,-0.35892861171886303,14,-0.4426952068741361,17,thickness_Niigata,B,0.10673339102829553,False,32,2,2,True
3_superiortemporal_thickness_lh,Temporal superior,lh,thickness,DHI,30,-0.41389392997145313,0.03185753344396544,-0.6948465531168166,0.022598863029632443,Edad+Genero+Grupo,-0.35718826258415465,13,-0.5542082679061614,17,thickness_DHI,B,0.0536547931687839,False,32,2,2,True
3_superiortemporal_thickness_rh,Temporal superior,rh,thickness,Niigata,31,-0.5702999932299623,0.0015316972648931357,-0.790996471824273,-0.29485251981689675,Edad+Genero+Grupo,-0.6915255320922157,14,-0.5159329760506801,17,thickness_Niigata,B,0.016338104158860115,True,32,2,2,True
3_superiortemporal_thickness_rh,Temporal superior,rh,thickness,DHI,30,-0.6517664139998989,0.00023045473101608393,-0.8120858566702991,-0.3911130647797524,Edad+Genero+Grupo,-0.5866053348828729,13,-0.7296009795583249,17,thickness_DHI,B,0.0018436378481286714,True,32,2,2,True
3_superiortemporal_area_lh,Temporal superior,lh,area,Niigata,31,0.18110652449413422,0.3659766358898711,-0.2752653166109876,0.5209262591235064,Edad+Genero+Grupo+eTIV,0.03799508147049953,14,0.2529674182591216,17,area_Niigata,B,0.7795840341248568,False,32,2,2,True
3_superiortemporal_area_lh,Temporal superior,lh,area,DHI,30,0.11775061848013998,0.5667240730058705,-0.36300117667378373,0.5534536478213213,Edad+Genero+Grupo+eTIV,0.08926551197232079,13,0.2615875139292148,17,area_DHI,B,0.9548585268453689,False,32,2,2,True
3_superiortemporal_area_rh,Temporal superior,rh,area,Niigata,31,-0.05837737441991896,0.7724047478914731,-0.4173745888017159,0.2857869288900523,Edad+Genero+Grupo+eTIV,-0.03583330058451405,14,-0.17860700242295852,17,area_Niigata,B,0.8827482833045407,False,32,2,2,True
3_superiortemporal_area_rh,Temporal superior,rh,area,DHI,30,-0.22773097979073156,0.26319299359451315,-0.5227872148869762,0.2009106716067606,Edad+Genero+Grupo+eTIV,-0.2342803634165763,13,-0.2636368810297383,17,area_DHI,B,0.9548585268453689,False,32,2,2,True
3_superiortemporal_volume_lh,Temporal superior,lh,volume,Niigata,31,-0.0490480245728924,0.8080462200574475,-0.35879618487669446,0.32887260024774473,Edad+Genero+Grupo+eTIV,-0.06285114622048292,14,-0.04556879223407658,17,volume_Niigata,B,0.9390807422289256,False,86,2,2,True
3_superiortemporal_volume_lh,Temporal superior,lh,volume,DHI,30,-0.20187871387711254,0.3226684711367864,-0.5394412773448769,0.2537403205804323,Edad+Genero+Grupo+eTIV,-0.28828396799065487,13,-0.07926730146049721,17,volume_DHI,B,0.7894953587240725,False,86,2,2,True
3_superiortemporal_volume_rh,Temporal superior,rh,volume,Niigata,31,-0.31641642316540447,0.10784070661494294,-0.6300809778851992,0.033268803256818774,Edad+Genero+Grupo+eTIV,-0.3445910346818253,14,-0.3514569458477557,17,volume_Niigata,B,0.3950027415269783,False,86,2,2,True
3_superiortemporal_volume_rh,Temporal superior,rh,volume,DHI,30,-0.5512069458960889,0.003516243391779335,-0.7618856169040029,-0.16792161299719843,Edad+Genero+Grupo+eTIV,-0.5375028140326384,13,-0.5950361310157852,17,volume_DHI,B,0.1916146371132887,False,86,2,2,True
3_superiortemporal_LGI_lh,Temporal superior,lh,LGI,Niigata,31,0.05195616238775074,0.7928828963247992,-0.2935608017251008,0.5004836138932925,Edad+Genero+Grupo,-0.2599480305458787,14,0.062062392091632564,17,LGI_Niigata,B,0.9703936934456393,False,32,1,2,False
3_superiortemporal_LGI_lh,Temporal superior,lh,LGI,DHI,30,-0.050328907525227576,0.8031288717973336,-0.43374308896936137,0.43860138144307204,Edad+Genero+Grupo,-0.1729170652515231,13,-0.057070145443302425,17,LGI_DHI,B,0.9438893244114561,False,32,2,2,True
3_superiortemporal_LGI_rh,Temporal superior,rh,LGI,Niigata,31,0.17219415115843992,0.3809241648536404,-0.17606597351837044,0.5380224697159194,Edad+Genero+Grupo,0.03317744188817403,14,0.16744013538072444,17,LGI_Niigata,B,0.9703936934456393,False,32,2,2,True
3_superiortemporal_LGI_rh,Temporal superior,rh,LGI,DHI,30,0.025897750734891346,0.8979731027438153,-0.45770186336941815,0.4653380610009303,Edad+Genero+Grupo,0.299740613764194,13,0.025318189127285014,17,LGI_DHI,B,0.9497671272988658,False,32,2,2,True
4_Hippocampus_volume_lh,Hipocampo,lh,volume,Niigata,31,-0.3779945437623147,0.05189605659950708,-0.688127167220912,0.04023282427499691,Edad+Genero+Grupo+eTIV,-0.44833897565194886,14,-0.4494805995031281,17,volume_Niigata,B,0.3950027415269783,False,86,2,2,True
4_Hippocampus_volume_lh,Hipocampo,lh,volume,DHI,30,-0.18638488942793827,0.36194556014007717,-0.5611854098484931,0.2396151437695514,Edad+Genero+Grupo+eTIV,-0.10286580664762794,13,-0.2824028909409972,17,volume_DHI,B,0.813275934663149,False,86,2,2,True
4_Hippocampus_volume_rh,Hipocampo,rh,volume,Niigata,31,-0.3374890871148629,0.08514402926402775,-0.6801287700751104,0.129743850584976,Edad+Genero+Grupo+eTIV,-0.2743394962491077,14,-0.43655474474054007,17,volume_Niigata,B,0.3950027415269783,False,86,2,2,True
4_Hippocampus_volume_rh,Hipocampo,rh,volume,DHI,30,-0.23888144592183416,0.2398881859302004,-0.609141834335636,0.18717252883331276,Edad+Genero+Grupo+eTIV,-0.13163063587810708,13,-0.3647097246428452,17,volume_DHI,B,0.7894953587240725,False,86,2,2,True
5_parahippocampal_thickness_lh,Corteza parahipocampal,lh,thickness,Niigata,31,-0.13056573812584038,0.5078214384824404,-0.520953020188439,0.34412324367585734,Edad+Genero+Grupo,0.03434852568659469,14,-0.22297243015328722,17,thickness_Niigata,B,0.6018624456088183,False,32,1,2,False
