variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,n_Voluntario Sano,media_MPPP,media_Vestibular,media_Voluntario Sano,MPPP_vs_VoluntarioSano_dif,MPPP_vs_VoluntarioSano_d,MPPP_vs_VoluntarioSano_d_ic_low,MPPP_vs_VoluntarioSano_d_ic_high,MPPP_vs_VoluntarioSano_p,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,roi_n,roi,tipo,atlas,medida,hemi,familia_fdr,compuesta,ajusta_etiv,n_esperado,modelo,p_fdr,sobrevive_fdr,n_familia
13_middletemporal_volume_lh,31,"Q('13_middletemporal_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.2132092221534758,2,22,0.3163674324980364,0.49208060583886126,0.3173682631736826,0.09933582566921412,0.0008967179746705386,0.32658870000478374,0.1911584515745494,0.7327294998158523,0.9275481812950656,13,13,5,12744.307692307691,12994.076923076924,14856.8,-910.5012453766267,-0.9275202630724255,-2.601458714179658,1.580679305457233,0.16578268149390837,-67.45983877011486,-0.06872079277277458,-1.504661143637653,1.230640125584289,0.8859861772108228,A2,13,Temporal medio,C,DKT,volume,lh,volume,False,True,46,B_con_ansiedad,0.7616838316168382,False,24
13_middletemporal_volume_rh,31,"Q('13_middletemporal_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.16828901027361282,2,22,0.8461872023739792,0.8762785642855179,0.8418158184181582,0.01506846842151069,2.087506458290226e-05,0.053488612523564044,0.2861084256784313,0.5096778806312561,0.6476552118126283,13,13,5,12980.076923076924,13173.615384615385,14540.6,98.93382680285595,0.09393678629327112,-1.622592100238043,1.9552170245440432,0.885891937937477,281.00468988056593,0.266811447143533,-1.525792486982514,1.490305799230573,0.5789993442225078,A2,13,Temporal medio,C,DKT,volume,rh,volume,False,True,46,B_con_ansiedad,0.9620752210493236,False,24
13_middletemporal_LGI_lh,31,"Q('13_middletemporal_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.5296633815691859,2,23,0.595813312285422,0.7174726427495907,0.5984401559844016,0.04402977579411661,0.00012771448520333697,0.169532801170458,0.09120144103067467,0.6401325855377857,0.24345551214246525,13,13,5,3.012076923076923,3.127923076923077,3.128,0.004133091999680261,0.02890863486397927,-1.337859348070423,1.6366094246656822,0.9647444733398135,-0.05969114280691967,-0.4175056960146003,-1.754977236279951,1.1709781991778934,0.386150218005345,A2,13,Temporal medio,C,DKT,LGI,lh,LGI,False,False,45,B_con_ansiedad,0.806994300569943,False,18
13_middletemporal_LGI_rh,31,"Q('13_middletemporal_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.2196525866859735,2,23,0.13139515486500994,0.3498185612258173,0.1372862713728627,0.16178635520552478,0.0018008267651882907,0.4372370120438471,0.03486325606942562,0.15420478113011032,0.315024854931321,13,13,5,2.9504615384615387,3.110307692307692,3.038,0.017774465392816796,0.1393281359318096,-2.0354363111710216,2.1365192678347444,0.8313837159745037,-0.10500363073341225,-0.8230886168914434,-1.9426922983180452,0.5892183400089606,0.09493685527525594,A2,13,Temporal medio,C,DKT,LGI,rh,LGI,False,False,45,B_con_ansiedad,0.4118588141185881,False,18
14_comp_thickness_lh,31,"Q('14_comp_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",1.521781681840604,2,23,0.23950547777441314,0.14707887777040834,0.24017598240175983,0.11686432156690121,0.0009317827015511939,0.294480098850769,0.16349380996817783,0.22167697156804128,0.7352605478822086,13,13,5,2.6143589104795493,2.544365617910991,2.6555848352391536,0.020636331684087628,0.16543901584549214,-1.7560065262780553,2.260689275819081,0.8004389502384788,0.0966705181721075,0.7749960425378922,-0.8500928266716445,1.7147334267880192,0.11464331196866259,A2,14,Cingulada anterior,C,DKT,thickness,lh,thickness,True,False,46,B_con_ansiedad,0.3345265473452655,False,18
14_comp_thickness_rh,31,"Q('14_comp_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",1.3592124097670524,2,23,0.27673233522257945,0.2380704737588502,0.27877212278772123,0.10569950681697113,0.00017171949351470054,0.2608477763064745,0.3603802577383589,0.9986010480183559,0.8915666359448307,13,13,5,2.46046443775874,2.4743529149955426,2.550367641483073,-0.06682291886005798,-0.5332130282574843,-2.1112613498100257,1.4286421461003231,0.4182940220686205,0.051204201722261256,0.4085835806875187,-0.723210569275584,1.6339480127056742,0.3962178358745307,A2,14,Cingulada anterior,C,DKT,thickness,rh,thickness,True,False,46,B_con_ansiedad,0.3345265473452655,False,18
14_comp_area_lh,31,"Q('14_comp_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",4.390034086392953,2,22,0.024870478313725686,0.2167369551808384,0.024797520247975203,0.2852517454964175,0.003400854962084964,0.6305979665424081,0.3516350994653794,0.7120931892717153,0.5631012046613203,13,13,5,2232.6923076923076,2391.076923076923,2366.4,-25.552029489879317,-0.14705856448850368,-2.53182127345726,1.4490387701994067,0.8223067264772818,-222.8562915826366,-1.2825958243494784,-2.622613480361662,0.8746816354104537,0.012864980231263992,A2,14,Cingulada anterior,C,DKT,area,lh,area,True,True,46,B_con_ansiedad,0.22317768223177684,False,18
14_comp_area_rh,31,"Q('14_comp_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.1908382358476264,2,22,0.3228124553245844,0.626727154032471,0.3220677932206779,0.09768304794217686,6.0466900481884025e-05,0.41302896616512746,0.27458516901347885,0.5482725942470532,0.2153813440678147,13,13,5,1654.4615384615386,1803.2307692307693,1919.4,-116.73582535909657,-0.509098029923052,-2.4513091355755154,2.294008390892473,0.43978955215138116,-167.51368037527544,-0.7305459519549891,-2.6823362192254665,1.324991226628614,0.13732277117642014,A2,14,Cingulada anterior,C,DKT,area,rh,area,True,True,46,B_con_ansiedad,0.8281743254246003,False,18
14_comp_volume_lh,31,"Q('14_comp_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.6376292273200657,2,22,0.21726903316109517,0.4897131450779018,0.22507749225077492,0.12958357915579877,0.0010915931822793536,0.44302520067670803,0.4764277442217951,0.0822808702294125,0.8931688373664673,13,13,5,5983.307692307692,6304.615384615385,6472.0,-78.68688770497306,-0.1438621781823244,-1.6000845515406692,1.1176257433754062,0.8261022495774756,-436.84640321927554,-0.7986804019225057,-2.0467383840081994,1.141038777806132,0.1059525983925219,A2,14,Cingulada anterior,C,DKT,volume,lh,volume,True,True,46,B_con_ansiedad,0.7454254574542546,False,24
14_comp_volume_rh,31,"Q('14_comp_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.6013026227541824,2,22,0.5568589766754573,0.7395546871214714,0.5647435256474352,0.05183061267403018,6.097601367157356e-05,0.30815013483927467,0.12436265435767661,0.14107820024798384,0.08494554317887809,13,13,5,4411.461538461538,4810.692307692308,5350.0,-432.7530757804467,-0.626638827977871,-2.813214265368329,2.6496480282583583,0.3433399292617082,-298.69523970982186,-0.43251924806490116,-2.7823977917232425,1.7779632392516818,0.3711541749990836,A2,14,Cingulada anterior,C,DKT,volume,rh,volume,True,True,46,B_con_ansiedad,0.9035896410358963,False,24
14_comp_LGI_lh,31,"Q('14_comp_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",1.840728487781636,2,23,0.18132612953335042,0.3086128021232013,0.18118188181181882,0.13797810887670062,0.0020505084977076203,0.4074744398754627,0.4689504977958757,0.6935854536322489,0.4075706112949457,13,13,5,1.8289266445846672,1.8672762004407064,1.8536801839797632,0.001586368643267222,0.02456737825624659,-1.4735078927694423,1.3583955549256466,0.9700359634953433,-0.050953714077688714,-0.7890972710662382,-1.9447619463138741,0.7367391282905136,0.10853681285262365,A2,14,Cingulada anterior,C,DKT,LGI,lh,LGI,True,False,45,B_con_ansiedad,0.4658962675161055,False,18
14_comp_LGI_rh,31,"Q('14_comp_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.5956997829765016,2,23,0.09627838318655813,0.2629009199222255,0.0927907209279072,0.18414834473924813,0.005270753810052898,0.45070897392024545,0.4572302259644333,0.37790603382260934,0.35263189840032233,13,13,5,1.8892139282249063,1.9481368051582846,1.9223578457707604,0.015405208038521467,0.21923496959936412,-1.471747639997824,1.8413153163822595,0.737778428493836,-0.06047970735367529,-0.860700275511113,-2.236324083214867,0.850019192620666,0.08161127875351208,A2,14,Cingulada anterior,C,DKT,LGI,rh,LGI,True,False,45,B_con_ansiedad,0.33404659534046593,False,18
15_rostralmiddlefrontal_thickness_lh,31,"Q('15_rostralmiddlefrontal_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",4.624822026661707,2,23,0.02050375812081226,0.010558914008116944,0.0231976802319768,0.2868138339148649,0.0531858145618477,0.5335368164567957,0.01969471962133624,0.6519218492095712,0.535836616782753,13,13,5,2.480384615384615,2.3993076923076924,2.5,0.060660449747817924,0.7786292428826721,-1.9740514104027027,2.624668236444588,0.2410095222354838,0.11153960240512482,1.4317070930596043,0.12616366925879535,2.3540050087065345,0.005963298850653384,A2,15,Prefrontal dorsolateral,C,DKT,thickness,lh,thickness,False,False,46,B_con_ansiedad,0.20877912208779123,False,18
15_rostralmiddlefrontal_thickness_rh,31,"Q('15_rostralmiddlefrontal_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.7697177588315904,2,23,0.08360808117546123,0.11877227541874513,0.08209179082091791,0.19409758522500556,0.010155880703633883,0.532176944287707,0.12826519036471415,0.6000954476131187,0.6203555930487317,13,13,5,2.4296923076923074,2.377846153846154,2.4783999999999997,0.052780633283348144,0.6184549436653036,-1.4893240017887706,1.9809807690111112,0.34903564808754,0.0946458733289561,1.109009206910749,-0.552401528144674,2.522142476777202,0.027927962640618,A2,15,Prefrontal dorsolateral,C,DKT,thickness,rh,thickness,False,False,46,B_con_ansiedad,0.2641235876412359,False,18
15_rostralmiddlefrontal_area_lh,31,"Q('15_rostralmiddlefrontal_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.9929402287362842,2,22,0.38648903338531665,0.38487542306398353,0.38066193380661933,0.08279372779304779,0.0009483099296782522,0.3105315901957715,0.3534064470182935,0.761426197257471,0.49574085989136263,13,13,5,3859.6923076923076,4001.6153846153848,4224.4,-163.8891850823486,-0.4200032433478318,-1.992015951467601,1.2253988947110512,0.5229861470920326,-260.47247991683736,-0.6675198629668904,-1.8639992049853393,0.43056501375452183,0.17280821525059836,A2,15,Prefrontal dorsolateral,C,DKT,area,lh,area,False,True,46,B_con_ansiedad,0.8353164683531646,False,18
15_rostralmiddlefrontal_area_rh,31,"Q('15_rostralmiddlefrontal_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.7534531974674761,2,22,0.4825021263011199,0.5393618116270127,0.48265173482651735,0.06410483666449815,0.00017734321235990386,0.25996021357374366,0.44641527332814845,0.6254472172024474,0.21617343279598544,13,13,5,4119.384615384615,4220.384615384615,5014.2,-497.66788550733645,-0.7911337407505875,-3.1664964216746707,1.0834400360644998,0.23438447879946142,-201.84500284477656,-0.32086939262639447,-1.842541399213925,0.579852953099572,0.5052767919212962,A2,15,Prefrontal dorsolateral,C,DKT,area,rh,area,False,True,46,B_con_ansiedad,0.8687731226877312,False,18
15_rostralmiddlefrontal_volume_lh,31,"Q('15_rostralmiddlefrontal_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.033453267816320666,2,22,0.9671492021584914,0.9657072974276778,0.9701029897010299,0.0030319852728158195,2.4210636881868173e-05,0.003779069172465629,0.4635706279122579,0.9504017629895748,0.8826808041009457,13,13,5,10291.461538461539,10378.76923076923,11375.8,-85.07321779001427,-0.07097133161830373,-1.8777071509784007,1.5400699296465994,0.9136532050132111,-146.64780877951577,-0.12233921013400591,-1.4129540594410368,0.8851619503342921,0.7986247365643271,A2,15,Prefrontal dorsolateral,C,DKT,volume,lh,volume,False,True,46,B_con_ansiedad,0.9701029897010299,False,24
15_rostralmiddlefrontal_volume_rh,31,"Q('15_rostralmiddlefrontal_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.5960704089788865,2,22,0.5596290581835907,0.7940780143578975,0.5483451654834517,0.051402793183917425,0.0001716497740750519,0.23528614155754984,0.2117613628289543,0.34256965614397233,0.15334400130886547,13,13,5,10753.307692307691,10739.153846153846,13320.0,-1046.8688592051167,-0.6188485984314622,-3.2051413317751174,1.1739550746674192,0.3492506915591942,7.0286008748564655,0.004154904181256989,-1.4308760751268526,0.9264753548527186,0.9930814668065434,A2,15,Prefrontal dorsolateral,C,DKT,volume,rh,volume,False,True,46,B_con_ansiedad,0.9035896410358963,False,24
15_rostralmiddlefrontal_LGI_lh,31,"Q('15_rostralmiddlefrontal_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.43924248689055984,2,23,0.6498188068489027,0.7499718938975379,0.6571342865713429,0.03678981203144619,5.1763187638663524e-05,0.12518446282310003,0.11355305209498827,0.5479994196538869,0.9761651615468109,13,13,5,2.579384615384615,2.6637692307692307,2.6795999999999998,-0.042658263901730886,-0.372275258657237,-1.6722034280665257,1.6959022135129491,0.5705869611132154,-0.0500625889631344,-0.4368922115122829,-1.5826219031088253,1.1213015723781758,0.36485452010786235,A2,15,Prefrontal dorsolateral,C,DKT,LGI,lh,LGI,False,False,45,B_con_ansiedad,0.806994300569943,False,18
15_rostralmiddlefrontal_LGI_rh,31,"Q('15_rostralmiddlefrontal_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.996172308369001,2,23,0.3846711416580252,0.4106839077729553,0.3862613738626137,0.07971819560313195,0.00016081905339866313,0.24846454317096575,0.05276412473639827,0.5804364282080705,0.3047242860203781,13,13,5,2.6143846153846155,2.6936153846153847,2.7674,-0.09354670230382517,-0.8731225705814453,-2.2136342373289124,0.6625692796060941,0.19027988716512115,-0.050901851305630144,-0.4750948367477511,-2.0424822087677748,0.7144425664921626,0.32522354154963706,A2,15,Prefrontal dorsolateral,C,DKT,LGI,rh,LGI,False,False,45,B_con_ansiedad,0.6952704729527047,False,18
16a_precentral_thickness_lh,31,"Q('16a_precentral_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",1.5138410321677271,2,23,0.24119146975251085,0.2092012580303016,0.2435756424357564,0.11632545905746056,0.0014695275810216852,0.3177817440098511,0.2993190984974488,0.9168081663200153,0.9437183081225125,13,13,5,2.7640000000000002,2.7064615384615385,2.6656,0.14032358068066308,0.927362919433166,-0.9464862113480504,2.243260565903786,0.16518748381278778,0.11078557222498832,0.7321537206454469,-0.750173608455066,1.765564289310958,0.1349852142374371,A2,16a,Precentral,C,DKT,thickness,lh,thickness,False,False,46,B_con_ansiedad,0.3345265473452655,False,18
16a_precentral_thickness_rh,31,"Q('16a_precentral_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.9698918409255566,2,23,0.39409803393478426,0.3234492123270952,0.39606039396060394,0.07777868912562821,0.0007811321468027718,0.23926276183800127,0.658533567489622,0.9508693004289015,0.688823368818767,13,13,5,2.6968461538461534,2.685769230769231,2.602,0.13756306803622742,0.7967585686748416,-0.7747501490161459,2.250016268602928,0.23055702492328584,0.0944607284018946,0.5471119235117382,-0.6119698644673941,1.7877125684328157,0.25888361693784634,A2,16a,Precentral,C,DKT,thickness,rh,thickness,False,False,46,B_con_ansiedad,0.4322744196168618,False,18
16a_precentral_area_lh,31,"Q('16a_precentral_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",3.127301219025149,2,22,0.06377761575809449,0.29012729856672276,0.064993500649935,0.22136579170646065,0.005279262799162325,0.5125523409272951,0.15264312393520538,0.6696603487300474,0.11790795157820465,13,13,5,4502.538461538462,4700.692307692308,5399.2,-713.0385771351414,-1.4699638830422352,-2.8284002359144504,1.2686337196164494,0.033226217916363834,-36.7309513326727,-0.07572265173329838,-0.8598043932961837,1.1145024804610966,0.8744677011712618,A2,16a,Precentral,C,DKT,area,lh,area,False,True,46,B_con_ansiedad,0.29247075292470753,False,18
16a_precentral_area_rh,31,"Q('16a_precentral_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.9054105873786971,2,22,0.41892027687424194,0.6648202831221447,0.4176582341765823,0.07605034540669697,0.00024061177938483657,0.24397428344647212,0.7570833607883015,0.7823166167584861,0.6160675963981542,13,13,5,4455.538461538462,4560.2307692307695,4392.0,159.190716254172,0.45637117033757674,-1.0009040281929797,2.59544809234966,0.4880143050089062,-111.2186149900183,-0.3188437785861698,-1.2063507178730313,1.2258613271977217,0.5079411253185017,A2,16a,Precentral,C,DKT,area,rh,area,False,True,46,B_con_ansiedad,0.8353164683531646,False,18
16a_precentral_volume_lh,31,"Q('16a_precentral_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",2.6979373585116657,2,22,0.08955969433626472,0.261781449761256,0.08649135086491351,0.19695938796472984,0.005420157739714707,0.4799479902727983,0.18520530312780548,0.5614807178138858,0.7552858701005257,13,13,5,13130.692307692309,13384.153846153846,14963.4,-920.5815935398787,-0.8405445210506348,-2.135851474062264,1.0993328439090624,0.207376157696243,558.700608449456,0.5101261405130442,-0.6077656397022521,2.046013624136208,0.29324206392697777,A2,16a,Precentral,C,DKT,volume,lh,volume,False,True,46,B_con_ansiedad,0.6827317268273173,False,24
16a_precentral_volume_rh,31,"Q('16a_precentral_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.7181484653657557,2,22,0.49873584152880635,0.6626467831064636,0.49875012498750126,0.06128514820309032,9.059574710059091e-05,0.25051761354294166,0.6060417192637393,0.16125805743418858,0.2964632540591499,13,13,5,12725.846153846154,12977.692307692309,12251.0,1077.0194781924565,0.762113132845372,-1.2288283362618506,2.7633411678593656,0.2514457709664447,244.44199324549822,0.17297036594356247,-0.6625950687134258,2.0781102566489587,0.7185157551024705,A2,16a,Precentral,C,DKT,volume,rh,volume,False,True,46,B_con_ansiedad,0.9035896410358963,False,24
16a_precentral_LGI_lh,31,"Q('16a_precentral_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",3.7849986981093684,2,23,0.03792913987457869,0.05629720936026464,0.03899610038996101,0.24762832976737786,0.009690443574432207,0.4524106506869629,0.008509447608809343,0.9819416719241446,0.6839291331995084,13,13,5,3.1772307692307695,3.374153846153846,3.3512,-0.09791652885945579,-0.7180039789675009,-2.623360925736034,1.1881434265530884,0.2785417267630802,-0.17675629991180736,-1.2961215856253747,-2.1557838484653704,0.11744505357729432,0.0116003605050639,A2,16a,Precentral,C,DKT,LGI,lh,LGI,False,False,45,B_con_ansiedad,0.28017198280171984,False,18
16a_precentral_LGI_rh,31,"Q('16a_precentral_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",1.5197159520489514,2,23,0.2399428458516974,0.2924758460118791,0.24087591240875914,0.11672420179103747,0.0026919137039764294,0.3608109180776498,0.46357062791225456,0.6565977677074848,0.873649664518695,13,13,5,3.1946923076923075,3.2891538461538463,3.2456000000000005,0.01926243253224591,0.1454349268619138,-1.7040743882111933,1.9430319491708166,0.8241193380910888,-0.08851914611836051,-0.6683359186360145,-1.809496765074872,0.4905621574624984,0.1707082082500126,A2,16a,Precentral,C,DKT,LGI,rh,LGI,False,False,45,B_con_ansiedad,0.5419708029197081,False,18
16b_postcentral_thickness_lh,31,"Q('16b_postcentral_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.589398822360014,2,23,0.09677470212141338,0.2504057028741053,0.0999900009999,0.18378348537132844,0.009826258775824171,0.525482800371997,0.16234166699164992,0.6649205086088094,0.4387942859515002,13,13,5,2.3497692307692306,2.2988461538461538,2.4616,-0.03333834996276108,-0.28096625491763544,-2.000918865688392,1.6036283060174645,0.6681221778467874,0.0986340224487936,0.8312598531677403,-0.15962595585602402,2.0710909429714097,0.0918932761742126,A2,16b,Postcentral,C,DKT,thickness,lh,thickness,False,False,46,B_con_ansiedad,0.2641235876412359,False,18
16b_postcentral_thickness_rh,31,"Q('16b_postcentral_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.401736354331436,2,23,0.6737618547903592,0.49211293191074645,0.6879312068793121,0.03375443232576991,4.956065537303871e-05,0.11277771952907646,0.4764277442217951,0.19316578012860702,0.28183635370192733,13,13,5,2.3482307692307693,2.298923076923077,2.4050000000000002,-0.005946321098020568,-0.04498929841696177,-2.0249199206586,1.4538464255452523,0.9451603692691021,0.04704735628631919,0.3559558114678547,-0.4896408029185401,1.10491353633667,0.45898012907040886,A2,16b,Postcentral,C,DKT,thickness,rh,thickness,False,False,46,B_con_ansiedad,0.6879312068793121,False,18
16b_postcentral_area_lh,31,"Q('16b_postcentral_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.873097096166137,2,22,0.17733972970507764,0.3933929821484349,0.17538246175382463,0.1455047749716719,0.003468708128026992,0.44708453973352186,0.29485369297820024,0.6105646812317362,0.3778412434556563,13,13,5,4318.692307692308,4617.076923076923,4346.8,37.30620334468347,0.1011099965649622,-1.8309238281941207,2.580193153045305,0.877249633140762,-283.7043776470376,-0.7689163216187925,-2.178331460154715,0.4024895557762509,0.11882292930306804,A2,16b,Postcentral,C,DKT,area,lh,area,False,True,46,B_con_ansiedad,0.526147385261474,False,18
16b_postcentral_area_rh,31,"Q('16b_postcentral_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",3.498785967305575,2,22,0.04793707267852462,0.047995096445454674,0.0496950304969503,0.2413157884525819,0.021853762782699022,0.537429422963166,0.04867846175777077,0.09105510802423938,0.821028693271428,13,13,5,4016.5384615384614,4381.538461538462,3783.4,263.40501684028595,0.5788903492797818,-1.1130222829684395,2.2416286341857,0.3806481077271338,-380.4592119643129,-0.836142639736719,-1.57298469119032,0.5905613713967959,0.09145164324261158,A2,16b,Postcentral,C,DKT,area,rh,area,False,True,46,B_con_ansiedad,0.29247075292470753,False,18
16b_postcentral_volume_lh,31,"Q('16b_postcentral_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.2059664339748578,2,22,0.8154119031615251,0.8543312063513929,0.8162183781621838,0.018380068795351517,3.815666831546578e-05,0.06659057873391754,0.1933769001446335,0.5962174506318482,0.9543483389322583,13,13,5,10868.692307692309,11455.538461538461,11443.2,-11.728558851973048,-0.011773581627708217,-1.5964276290086041,2.121864390503456,0.9856465496866805,-270.4681671669783,-0.27150642154993787,-1.7645304604091456,0.9186339025760305,0.5723871752507723,A2,16b,Postcentral,C,DKT,volume,lh,volume,False,True,46,B_con_ansiedad,0.9620752210493236,False,24
16b_postcentral_volume_rh,31,"Q('16b_postcentral_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",2.9668823078650286,2,22,0.07231448996023285,0.1118748990068738,0.0700929907009299,0.21242266115425906,0.009072166529781248,0.532926364268792,0.11818005759591378,0.32843399185905536,0.3357917118307975,13,13,5,10145.923076923076,10865.384615384615,9620.8,851.3415486503775,0.7430568665150828,-1.5249690301515393,2.007971541478,0.26314275035813717,-729.6141491442711,-0.6368123396393218,-1.5596236587443282,0.7127910257097704,0.1925822255362778,A2,16b,Postcentral,C,DKT,volume,rh,volume,False,True,46,B_con_ansiedad,0.6827317268273173,False,24
16b_postcentral_LGI_lh,31,"Q('16b_postcentral_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",4.659213958947129,2,23,0.020007485170021114,0.01902453030533898,0.020997900209979003,0.28833172026708564,0.03161152501207451,0.5284329575477832,0.020997802932736887,0.32793755276157954,0.8518952353860992,13,13,5,3.1713846153846155,3.3556153846153842,3.2923999999999998,-0.051140044334957224,-0.3888556579378091,-1.9429216014028627,1.4145844501148885,0.5536780846188266,-0.1814149973013082,-1.3794326745854015,-2.2749851817432734,0.09249104621798902,0.00772622502164763,A2,16b,Postcentral,C,DKT,LGI,lh,LGI,False,False,45,B_con_ansiedad,0.28017198280171984,False,18
16b_postcentral_LGI_rh,31,"Q('16b_postcentral_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.816640764455776,2,23,0.08051043913251091,0.05292276375921834,0.0791920807919208,0.19673894252125884,0.008596044981129917,0.41655183985353494,0.28574156550191404,0.9769026080134874,0.8963208701137283,13,13,5,3.1116153846153844,3.226153846153846,3.1546,0.018672816419441407,0.1464512107905964,-1.5359978300150197,1.7302763254654194,0.8229119489933682,-0.11876910083819153,-0.9315080398987781,-1.814953652358383,0.31844403921484693,0.060870952696000936,A2,16b,Postcentral,C,DKT,LGI,rh,LGI,False,False,45,B_con_ansiedad,0.33404659534046593,False,18
