variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,n_Voluntario Sano,media_MPPP,media_Vestibular,media_Voluntario Sano,MPPP_vs_VoluntarioSano_dif,MPPP_vs_VoluntarioSano_d,MPPP_vs_VoluntarioSano_d_ic_low,MPPP_vs_VoluntarioSano_d_ic_high,MPPP_vs_VoluntarioSano_p,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,roi_n,roi,tipo,atlas,medida,hemi,familia_fdr,compuesta,ajusta_etiv,n_esperado,modelo,p_fdr,sobrevive_fdr,n_familia
13_middletemporal_volume_rh,46,"Q('13_middletemporal_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.766388368024825,2,39,0.18435162810501837,0.24826757814831849,0.1733826617338266,0.08306010110680977,0.0015692104882547339,0.25717734372087614,0.1095470697615568,0.9361055965780694,0.5473310057623947,19,17,10,12704.058823529413,13376.684210526315,14377.7,-733.9716975568526,-0.6670433256994667,-1.5215298134369095,0.13511939182506502,0.11837778380356047,-588.1251682518018,-0.5344960431908926,-1.2675434790522164,0.2961000233851965,0.1225731709469744,A2,13,Temporal medio,C,DKT,volume,rh,volume,False,True,46,A_sin_ansiedad,0.6935306469353064,False,24
13_middletemporal_LGI_lh,45,"Q('13_middletemporal_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.7466588711673126,2,39,0.1877186155784928,0.2519760050986935,0.18938106189381063,0.08220863721484269,0.0010872740615575423,0.2623054700729326,0.16908558003753404,0.8968631159214064,0.3549887460412701,18,17,10,3.0258235294117646,3.1051111111111114,3.0834,-0.03550367626841816,-0.28183505135308784,-0.9388670146803159,0.5232580001498212,0.5005235780608512,-0.0803164917494879,-0.6375678508778074,-1.372105320395186,0.18207239687987758,0.0696216462348633,A2,13,Temporal medio,C,DKT,LGI,lh,LGI,False,False,45,A_sin_ansiedad,0.48697987344122734,False,18
13_middletemporal_LGI_rh,45,"Q('13_middletemporal_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",2.555814011102174,2,39,0.09056797338868328,0.07806651969815045,0.08849115088491151,0.11587937810028962,0.006363737838794344,0.27319155865959394,0.14313291365980563,0.6276227937511076,0.3649023216839537,18,17,10,2.9928823529411765,3.0903888888888886,3.0584,-0.04629899518317643,-0.34131965260220887,-1.3841876763900838,0.7029279804579589,0.4152214137256472,-0.10461864515538963,-0.7712564706615197,-1.4019398097269242,-0.03896734269915242,0.029693744003825673,A2,13,Temporal medio,C,DKT,LGI,rh,LGI,False,False,45,A_sin_ansiedad,0.32972702729727027,False,18
14_comp_thickness_lh,46,"Q('14_comp_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",2.0980760375895358,2,40,0.13599114833346676,0.14620081716460623,0.13008699130086993,0.09494383284864442,0.0023266620922108958,0.2736416861733213,0.14237159261894905,0.15332702235661888,0.9239130101986567,19,17,10,2.620528377660433,2.5583460335772816,2.6251543843391074,0.0021989896863967573,0.02028831676306176,-0.871437188579914,0.9416237492136245,0.961199349668017,0.06871051333491524,0.6339368793382418,-0.11245169050469163,1.3331523133940206,0.06781006215913328,A2,14,Cingulada anterior,C,DKT,thickness,lh,thickness,True,False,46,A_sin_ansiedad,0.9698030196980302,False,18
14_comp_thickness_rh,46,"Q('14_comp_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.2778079912836811,2,40,0.7588916675707605,0.7625826826308502,0.7609239076092391,0.013700099705209535,2.5745819872339065e-05,0.05408290217740506,0.4489443533401566,0.1348425404232863,0.8058687982037593,19,17,10,2.4548538567785787,2.469748315305009,2.5031167224214075,-0.03844527686798793,-0.3071963719939423,-1.1781386842272625,0.49427715256656957,0.46287566609384106,-0.01021488647576696,-0.08162188755879353,-0.8157677035553735,0.6803968237458047,0.8102588190851049,A2,14,Cingulada anterior,C,DKT,thickness,rh,thickness,True,False,46,A_sin_ansiedad,0.9698030196980302,False,18
14_comp_area_lh,46,"Q('14_comp_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.23269377428701005,2,39,0.7934884044575619,0.7979160656978755,0.7905209479052094,0.01179229642686825,2.562762959904517e-05,0.04296566048683098,0.644990145435872,0.1557486919540334,0.6539087501580196,19,17,10,2322.8823529411766,2378.7894736842104,2438.9,33.6988870127708,0.14879169234565162,-0.8710031881251648,1.00356873400554,0.7236184808662681,-28.68881592264961,-0.12667057730738193,-0.8677179243875683,0.678158416800199,0.7103977182279317,A2,14,Cingulada anterior,C,DKT,area,lh,area,True,True,46,A_sin_ansiedad,0.9873012698730127,False,18
14_comp_area_rh,46,"Q('14_comp_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.2401379153863594,2,39,0.30050239790889355,0.41024874811316014,0.30316968303169683,0.05979410168079673,0.0006632950803242083,0.22359100903790202,0.10699207010033568,0.8085832483768347,0.3646675202348232,19,17,10,1635.5294117647059,1775.842105263158,1891.5,-129.46048937337298,-0.5524455186439352,-1.4592881602173828,0.5602933217997179,0.19370911382659287,-106.17958104959388,-0.4530991193240717,-1.3046239866545695,0.34366971328230467,0.1886623440584689,A2,14,Cingulada anterior,C,DKT,area,rh,area,True,True,46,A_sin_ansiedad,0.6497350264973503,False,18
14_comp_volume_lh,46,"Q('14_comp_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.02293334937289986,2,39,0.9773407907177946,0.9691679778660897,0.9748025197480252,0.0011746876846063967,2.0833493586116757e-06,0.0013754096489472893,0.48573838589015206,0.03993629882441341,0.6282955441006906,19,17,10,6238.235294117647,6327.0,6604.3,55.99030391444467,0.08320868118521411,-0.801891457112617,0.8782473980410358,0.8431477986151151,3.1688308150845046,0.004709283832878512,-0.792229520165931,0.8465447905000407,0.9889758891479716,A2,14,Cingulada anterior,C,DKT,volume,lh,volume,True,True,46,A_sin_ansiedad,0.9748025197480252,False,24
14_comp_volume_rh,46,"Q('14_comp_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.4792147126990782,2,39,0.24031726884639046,0.3418445166072743,0.24537546245375463,0.07050858351736514,0.0004055036174579837,0.2660190282397005,0.08827582654476865,0.2753138998947987,0.31600991622281216,19,17,10,4333.411764705882,4736.210526315789,5095.3,-440.7421055161494,-0.644780738029701,-1.6610450063788393,0.38791569128999764,0.13077926646477456,-311.41735568779154,-0.4555859536054122,-1.3240385493453308,0.3508033623103904,0.18630104725716193,A2,14,Cingulada anterior,C,DKT,volume,rh,volume,True,True,46,A_sin_ansiedad,0.7147050000882265,False,24
14_comp_LGI_lh,45,"Q('14_comp_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.42516085834139294,2,39,0.6566578127192368,0.6973532911911484,0.6514348565143485,0.021337888379626566,8.690084847769983e-05,0.07837019718475684,0.5779184905364354,0.9990337060554233,0.8870875336323988,18,17,10,1.844743465167562,1.8694566662633578,1.871024691452257,-0.0030816491953058467,-0.042959479112865524,-0.9495087043714028,0.9268828347994066,0.9179780528748316,-0.02145928942756741,-0.2991514729660926,-1.0158532978409853,0.5055148894903105,0.38672223164337804,A2,14,Cingulada anterior,C,DKT,LGI,lh,LGI,True,False,45,A_sin_ansiedad,0.7328642135786421,False,18
14_comp_LGI_rh,45,"Q('14_comp_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.4940800768812277,2,39,0.23702074487268582,0.2563814221118455,0.2425757424257574,0.07116673230786212,0.0002437993862505286,0.20480594372727118,0.3978062181528203,0.7002856056595997,0.4715286396277817,18,17,10,1.8993989300510998,1.9508834920236242,1.9345116737325143,-0.013690806579637282,-0.1820344835835508,-1.1819742055503681,0.8293628341149019,0.6629384386774214,-0.043746619907394334,-0.5816599129530167,-1.216869784810225,0.2692289852152149,0.09670103156930544,A2,14,Cingulada anterior,C,DKT,LGI,rh,LGI,True,False,45,A_sin_ansiedad,0.5175482451754825,False,18
15_rostralmiddlefrontal_thickness_lh,46,"Q('15_rostralmiddlefrontal_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",2.066963341600827,2,40,0.13987768703461775,0.18489645690346515,0.1431856814318568,0.09366777429244967,0.0011828084144380518,0.2955150002236064,0.04797709280984212,0.8209588693277728,0.8354122899692482,19,17,10,2.461,2.4179473684210526,2.5009,-0.0269787561454784,-0.3066196613063242,-1.3453629107842793,0.7584086357593416,0.46371029783855994,0.041733942804867946,0.4743156926436277,-0.29846804710340513,1.1830956894062434,0.16789821865359833,A2,15,Prefrontal dorsolateral,C,DKT,thickness,lh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
15_rostralmiddlefrontal_thickness_rh,46,"Q('15_rostralmiddlefrontal_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.3197520874078529,2,40,0.7281683750046906,0.7961935832122246,0.726027397260274,0.015736023059356282,5.6859235216893105e-06,0.06797453284783968,0.5455525403804109,0.5243128205116293,0.4179808309719107,19,17,10,2.389235294117647,2.3923684210526317,2.4375,-0.03596969713551479,-0.3257184257333023,-1.3938689809098133,0.6258508751420885,0.4365362846510448,-0.007381012657579178,-0.06683769991409076,-0.8160656500313235,0.6724982129701005,0.8441188226978433,A2,15,Prefrontal dorsolateral,C,DKT,thickness,rh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
15_rostralmiddlefrontal_area_lh,46,"Q('15_rostralmiddlefrontal_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.0459426621999781,2,39,0.9551483351281354,0.9633001628039006,0.9542045795420458,0.002350496110316895,4.594371882627305e-05,0.0038325520365510577,0.5935680710611537,0.30437296742498543,0.32429904813129573,19,17,10,4036.823529411765,4068.2105263157896,4299.4,-54.19613320068743,-0.10958063174292733,-1.241107462736855,0.8258874729045762,0.7944532817842913,4.246143644479218,0.008585393007841871,-0.7444473812332867,0.8203314842803593,0.9799037266275249,A2,15,Prefrontal dorsolateral,C,DKT,area,lh,area,False,True,46,A_sin_ansiedad,0.9873012698730127,False,18
15_rostralmiddlefrontal_area_rh,46,"Q('15_rostralmiddlefrontal_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.7013294035132162,2,39,0.5020718710190714,0.6076407845458806,0.49765023497650235,0.0347169926050138,0.0001406964871268204,0.13780227842444898,0.30205118543162124,0.28487467140209777,0.7682250599671462,19,17,10,4222.64705882353,4215.105263157895,4752.0,-262.2597402794122,-0.4635879616063229,-1.4950095499917786,0.35811681413169216,0.2738927358917198,-19.12571769311768,-0.033807905361928854,-0.8346896124346259,0.6748045207484261,0.9209900093187063,A2,15,Prefrontal dorsolateral,C,DKT,area,rh,area,False,True,46,A_sin_ansiedad,0.8313532283135322,False,18
15_rostralmiddlefrontal_volume_lh,46,"Q('15_rostralmiddlefrontal_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.20667998239786195,2,39,0.814164892443865,0.8577202227392534,0.8116188381161884,0.010487813400454562,8.832843345572479e-05,0.0365004466774651,0.46960247080151973,0.2573158828388931,0.40916369622822474,19,17,10,10635.0,10658.421052631578,11506.2,-275.48739720748335,-0.1956731628324437,-1.29781591957489,0.7061213631108255,0.6420933337995048,94.51578538868307,0.06713266324363715,-0.6693086943151991,0.8664242310459759,0.8438908767446648,A2,15,Prefrontal dorsolateral,C,DKT,volume,lh,volume,False,True,46,A_sin_ansiedad,0.9240119466314237,False,24
15_rostralmiddlefrontal_volume_rh,46,"Q('15_rostralmiddlefrontal_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.9266266283206847,2,39,0.40442708582553133,0.5744344473591705,0.40815918408159185,0.04536366406364693,0.00042393874739398677,0.18247355523829503,0.17794269179514585,0.17681628840735186,0.47780534299998606,19,17,10,10788.470588235294,10828.368421052632,12376.9,-871.8430462474803,-0.5415483474732014,-1.626144214290484,0.3769131822714755,0.20245614719213947,-96.95769644347774,-0.06022561114614776,-0.8291653207354414,0.6237528917503378,0.8597696585266109,A2,15,Prefrontal dorsolateral,C,DKT,volume,rh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
15_rostralmiddlefrontal_LGI_lh,45,"Q('15_rostralmiddlefrontal_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.8895394900618568,2,39,0.4190156928572529,0.4375867848501632,0.42185781421857815,0.043627247711770574,6.911993501274114e-05,0.14877214239300215,0.5722289266593816,0.25935546159609074,0.4004466584540974,18,17,10,2.606411764705882,2.6682777777777775,2.6243000000000003,-0.0082881744936599,-0.06517188170793305,-0.9845772440597773,0.8355774896383692,0.8758644645769624,-0.05512931438682403,-0.4334948737633297,-1.1378838145295729,0.4749104993456611,0.21213590145042904,A2,15,Prefrontal dorsolateral,C,DKT,LGI,lh,LGI,False,False,45,A_sin_ansiedad,0.6327867213278673,False,18
15_rostralmiddlefrontal_LGI_rh,45,"Q('15_rostralmiddlefrontal_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.5936827150223135,2,39,0.5572035630438904,0.6211092281210205,0.5543445655434457,0.02954573949644722,0.00014669918348770805,0.1157245735560285,0.49361214153137856,0.8794818175354615,0.8274816281862971,18,17,10,2.642,2.6866666666666665,2.6774,-0.0010892151629120217,-0.009615535128656613,-0.8754430087800058,1.0843417287918002,0.9816091631839494,-0.03866701268477197,-0.341350388289322,-1.0073240084767634,0.442783976425719,0.3240139716473936,A2,15,Prefrontal dorsolateral,C,DKT,LGI,rh,LGI,False,False,45,A_sin_ansiedad,0.6652134786521348,False,18
16a_precentral_thickness_lh,46,"Q('16a_precentral_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.11590491000270048,2,40,0.8908578952971287,0.9156503289772231,0.8942105789421058,0.0057618541408528115,9.297000050583364e-06,0.015789234286179264,0.8909557025660775,0.6324311045174741,0.7898260585508359,19,17,10,2.714058823529412,2.728578947368421,2.7115,0.029057236480605986,0.19572731281417163,-0.7329275069632067,1.1038084938507464,0.6392960976914139,0.014251056341483548,0.09599402077839178,-0.688581737768047,0.8571108299760197,0.7776915072046897,A2,16a,Precentral,C,DKT,thickness,lh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
16a_precentral_thickness_rh,46,"Q('16a_precentral_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.07375462113948261,2,40,0.9290256214447288,0.9466792882800125,0.929007099290071,0.003674181663145982,1.494709795524734e-05,0.008198510258697108,0.9095617825316085,0.23202137375932652,0.8255931075498631,19,17,10,2.6478235294117645,2.6957368421052634,2.6644,0.0073870896369719885,0.044504960274350386,-0.8292673449761689,0.9667517880351632,0.9150185105481449,-0.016197268494670125,-0.09758359872884462,-0.8422525928716705,0.7485520304153218,0.7741131140484409,A2,16a,Precentral,C,DKT,thickness,rh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
16a_precentral_area_lh,46,"Q('16a_precentral_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.3705367622236944,2,39,0.2659312391818766,0.49293566224148355,0.26207379262073793,0.06566849611191637,0.001233463832786531,0.2447898069609315,0.3528277394814697,0.03390549942326555,0.07497797578660698,19,17,10,4617.823529411765,4659.8421052631575,5098.7,-322.55176599198285,-0.6710353825768782,-1.6434537661434585,0.4202987950305041,0.11625859762499945,-52.652255651082896,-0.10953753858919558,-0.7185819277122515,0.532456169441462,0.7480811725504023,A2,16a,Precentral,C,DKT,area,lh,area,False,True,46,A_sin_ansiedad,0.6497350264973503,False,18
16a_precentral_area_rh,46,"Q('16a_precentral_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.12425367147155592,2,39,0.8835039874575196,0.8912747779084934,0.882011798820118,0.006331638061333649,3.830016731462779e-05,0.017898149508636402,0.9766627031742978,0.6750710936592331,0.2576738646178243,19,17,10,4549.117647058823,4590.473684210527,4613.8,25.07914640688523,0.07483302551485455,-0.8351641260342486,1.3615109232129716,0.8587542571926857,-39.06278964222389,-0.11655846202067725,-0.764712452065445,0.676572434884023,0.7325570317842555,A2,16a,Precentral,C,DKT,area,rh,area,False,True,46,A_sin_ansiedad,0.9873012698730127,False,18
16a_precentral_volume_lh,46,"Q('16a_precentral_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.7130667773329133,2,39,0.4964171897088706,0.6220763281237313,0.49565043495650435,0.035277515539232855,0.00011358341783609951,0.14236293049388105,0.16982105281514315,0.5021546271043213,0.2817192890960659,19,17,10,13105.588235294117,13376.473684210527,14302.2,-556.8442298008067,-0.49110878069578295,-1.4087822859277381,0.5491084396403498,0.24685998864612493,-119.93573400028595,-0.10577732323419123,-0.7470727508846114,0.5879184224701908,0.7564398037402067,A2,16a,Precentral,C,DKT,volume,lh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
16a_precentral_volume_rh,46,"Q('16a_precentral_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.33200362513028625,2,39,0.719492639214139,0.7925327389197548,0.7195280471952805,0.01674080095011606,4.9176427641368394e-05,0.06475409345564745,0.3739315924401202,0.11937425737509655,0.3158552283737436,19,17,10,12635.70588235294,13120.684210526315,13024.5,81.31045211076025,0.06330206023854236,-0.8131090828129601,1.288337519117389,0.8803329124934637,-286.7923180362559,-0.22327442685415566,-0.8459159028502196,0.6319820444960119,0.513575125043407,A2,16a,Precentral,C,DKT,volume,rh,volume,False,True,46,A_sin_ansiedad,0.8969103089691031,False,24
16a_precentral_LGI_lh,45,"Q('16a_precentral_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",4.931520044804641,2,39,0.012320842425147277,0.016642330575006005,0.012098790120987902,0.20185072544650481,0.014116306261497128,0.38483710359263923,0.11799143409151451,0.6439577149277702,0.9148111029972554,18,17,10,3.204941176470588,3.3423333333333334,3.2721000000000005,-0.03677969152488403,-0.25773312890830213,-1.2569432823345301,0.7496922103083915,0.5376626202230722,-0.14901466100754787,-1.0442179703628274,-1.723558761982279,-0.19168207668067275,0.0040394642581723945,A2,16a,Precentral,C,DKT,LGI,lh,LGI,False,False,45,A_sin_ansiedad,0.10888911108889113,False,18
16a_precentral_LGI_rh,45,"Q('16a_precentral_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",2.0877150074667754,2,39,0.13760833454445348,0.20377131442710944,0.14228577142285773,0.0967084754799049,0.0008874412241650566,0.2746624838757271,0.6678178829604036,0.5723825544358306,0.4301125723831535,18,17,10,3.2141176470588237,3.276,3.2125999999999997,0.042148692335992555,0.34215061160936394,-0.5722753458533518,1.2543924144226144,0.4140964385291517,-0.056883994382614406,-0.4617674331066957,-1.1781174055046633,0.4023645380318641,0.18440504993090528,A2,16a,Precentral,C,DKT,LGI,rh,LGI,False,False,45,A_sin_ansiedad,0.4268573142685732,False,18
16b_postcentral_thickness_lh,46,"Q('16b_postcentral_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.3572778410464799,2,40,0.26895644947209507,0.3560689722344869,0.27207279272072793,0.0635510691553552,0.0016761578290392088,0.21129569044910718,0.20833638250342376,0.3756457679282224,0.43979279018147965,19,17,10,2.325823529411765,2.2954736842105263,2.3966000000000003,-0.0534024143884001,-0.4577094773107112,-1.4443048910985814,0.45029004619329427,0.2760100219143148,0.025300870595798552,0.21685252227892465,-0.4603382319823928,0.9341240262934791,0.5244663254723757,A2,16b,Postcentral,C,DKT,thickness,lh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
16b_postcentral_thickness_rh,46,"Q('16b_postcentral_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.5196951253256754,2,40,0.5986621975345416,0.6170152362247905,0.6084391560843916,0.025326649453200737,0.00015062726001762117,0.09670221049650855,0.4998624742826977,0.06386823198243104,0.15376845127994698,19,17,10,2.3038823529411765,2.2953157894736846,2.3605,-0.046150926477909415,-0.36896345007871717,-1.3908059325861513,0.517311665570879,0.3786375412363091,0.0031473643974987975,0.025162277669808615,-0.7565911335492899,0.7465541540160177,0.9409788349719803,A2,16b,Postcentral,C,DKT,thickness,rh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
16b_postcentral_area_lh,46,"Q('16b_postcentral_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.541709149731114,2,39,0.22677499355994943,0.1988063121995394,0.23227677232276772,0.073269197799496,0.0013045417789670183,0.1971541892168542,0.4157857205548616,0.288796431395576,0.3750557198832224,19,17,10,4478.235294117647,4708.315789473684,4635.3,102.35540673890364,0.24806472961016626,-0.7088652084316592,1.2922537425359537,0.5560501107877851,-173.3756436998463,-0.4201867155400996,-1.004570357694846,0.21175102743011381,0.22210543853011336,A2,16b,Postcentral,C,DKT,area,lh,area,False,True,46,A_sin_ansiedad,0.6497350264973503,False,18
16b_postcentral_area_rh,46,"Q('16b_postcentral_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.8023402306004195,2,39,0.178378392171413,0.17648846634289153,0.17918208179182082,0.08460761639753508,0.0010407583011424653,0.22078927977659552,0.13373687238603263,0.11112695831698038,0.5883813334582039,19,17,10,4106.64705882353,4434.0526315789475,4247.0,7.912836685240336,0.017286368192984628,-0.8551037070783412,1.0629944669159508,0.967202908545963,-263.33950928573915,-0.5752909984562532,-1.1649280425426158,0.19615654961959927,0.09732815909880574,A2,16b,Postcentral,C,DKT,area,rh,area,False,True,46,A_sin_ansiedad,0.6497350264973503,False,18
16b_postcentral_volume_lh,46,"Q('16b_postcentral_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.8714638944371177,2,39,0.426325460597593,0.3686693919533064,0.42205779422057793,0.04277865837000994,0.0003980991598126466,0.14226260287930256,0.26926341553078237,0.513613768113944,0.7398266379912743,19,17,10,11107.117647058823,11651.684210526315,11808.4,11.49252931849287,0.010958420956415988,-0.9281587431153868,0.9779857238598537,0.9792051603471316,-419.93098426046106,-0.4004149452778343,-1.0713070489811167,0.30043109453726924,0.24421388090330995,A2,16b,Postcentral,C,DKT,volume,lh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
16b_postcentral_volume_rh,46,"Q('16b_postcentral_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",2.0778430428904624,2,39,0.1388411947169984,0.17319268316539269,0.13738626137386262,0.09629521536329264,0.0017079708885649292,0.28657960945898714,0.1347393090480997,0.49786806017114904,0.514649241510611,19,17,10,10101.117647058823,11004.578947368422,10621.6,-96.85817362759235,-0.08374213192853447,-0.9138135641543833,0.7848610504853172,0.8421559073687995,-752.0719086373042,-0.6502301523359354,-1.3451725758506468,0.1773167869919181,0.0621862799774107,A2,16b,Postcentral,C,DKT,volume,rh,volume,False,True,46,A_sin_ansiedad,0.6935306469353064,False,24
16b_postcentral_LGI_lh,45,"Q('16b_postcentral_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",5.399786228985545,2,39,0.008508644116815935,0.01684501849140179,0.008999100089991,0.21686074648704085,0.02035716805176997,0.42376522851083687,0.08998458831645449,0.5990797070064505,0.5864052659827143,18,17,10,3.190294117647059,3.327833333333333,3.2558999999999996,-0.03869302792854207,-0.28789772178564166,-1.206153815158527,0.6032665019036899,0.49140866529592875,-0.14731558700725952,-1.0961101819488062,-1.809910072894731,-0.2156727779100921,0.0026754401745228426,A2,16b,Postcentral,C,DKT,LGI,lh,LGI,False,False,45,A_sin_ansiedad,0.10888911108889113,False,18
16b_postcentral_LGI_rh,45,"Q('16b_postcentral_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",2.533472083615316,2,39,0.0923756694316293,0.13737812697956728,0.09159084091590841,0.11498288031958769,0.0010487628487086244,0.2739582588342459,0.4975201077078093,0.8746078288403668,0.3876048438001092,18,17,10,3.1347058823529412,3.2166111111111113,3.1492999999999998,0.0286343490833183,0.2197521498477658,-0.65183061376682,1.0991463529660095,0.5989751063877015,-0.0785551767739852,-0.6028657724163653,-1.318740922033457,0.288974539901086,0.08554247889843362,A2,16b,Postcentral,C,DKT,LGI,rh,LGI,False,False,45,A_sin_ansiedad,0.32972702729727027,False,18
17_Thalamus_volume_lh,46,"Q('17_Thalamus_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.373492802822658,2,39,0.26519782310289836,0.32067162815216077,0.26037396260373963,0.06580081329929244,0.0003825392559725357,0.2163865953350086,0.33985641845909464,0.6573174301022384,0.5042171851040086,19,17,10,6979.347058823529,7280.557894736842,7335.089999999999,48.60286675433372,0.09217831738764834,-0.8312548950415478,1.0608497324925381,0.8265053992193482,-248.41051145247877,-0.4711257688324098,-1.1199398824100246,0.24860544491863426,0.17205670633710657,A2,17,Tálamo,S,aseg,volume,lh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
17_Thalamus_volume_rh,46,"Q('17_Thalamus_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.3381638965733964,2,39,0.2741041783419944,0.3244970812747289,0.26817318268173185,0.06421697723538121,0.0019008427107886025,0.2075111093877923,0.32882953782367513,0.7139489018149184,0.8078446260689531,19,17,10,6719.623529411765,7007.98947368421,7118.039999999999,-37.73861024106236,-0.08404718702736667,-0.8737102357463401,0.9046663694050773,0.8415888087701975,-236.30359581691334,-0.5262687837734293,-1.203331664110152,0.2089318124533574,0.12826009202308936,A2,17,Tálamo,S,aseg,volume,rh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
