variable,roi,hemi,medida,outcome,n,rho,p,ic_low,ic_high,covariables,rho_MPPP,n_MPPP,rho_Vestibular,n_Vestibular,rho_Voluntario Sano,n_Voluntario Sano,familia_fdr,etapa,p_fdr,sobrevive_fdr,n_familia,grupos_mismo_signo,grupos_validos,coherente
idxred_thickness,Red DCNN,bilat,thickness,CSE_RV,43,0.23364112907210685,0.15228235962349002,-0.06525995811855133,0.5090000473439241,Edad+Genero+Grupo,-0.22106694098587507,16,0.4164217258701477,18,,9,idxred_thickness,B,0.17403698242684573,False,8,1,2,False
idxred_thickness,Red DCNN,bilat,thickness,Htotal_RV,43,0.16630470375902476,0.3116095774318363,-0.11722144296588616,0.4287334720553628,Edad+Genero+Grupo,0.15332737464019722,16,0.19927878245451427,18,,9,idxred_thickness,B,0.3116095774318363,False,8,2,2,True
idxred_volume,Red DCNN,bilat,volume,CSE_NI,46,0.301432779467995,0.055462614366587976,-0.029644992687615387,0.5867307853374256,Edad+Genero+Grupo+eTIV,-0.1181967350883031,17,0.37339553910465556,19,,10,idxred_volume,B,0.1011030286584471,False,8,1,2,False
idxred_volume,Red DCNN,bilat,volume,EntropyRatio_NI,46,0.3344725601423419,0.03256347960381612,0.05528137969322745,0.5912781222075807,Edad+Genero+Grupo+eTIV,0.07372892001782573,17,0.34763807682719455,19,,10,idxred_volume,B,0.1011030286584471,False,8,2,2,True
idxred_volume,Red DCNN,bilat,volume,Htotal_NI,46,0.28035476936128306,0.07582727149383532,-0.022623183676115807,0.5541973600985199,Edad+Genero+Grupo+eTIV,-0.007874030028749413,17,0.1887382932367377,19,,10,idxred_volume,B,0.1011030286584471,False,8,1,2,False
idxred_volume,Red DCNN,bilat,volume,Herror_NI,46,0.28889941481273385,0.06696141608435079,-0.0453476141039034,0.5604703347132867,Edad+Genero+Grupo+eTIV,-0.09563546586713166,17,0.21980925849796076,19,,10,idxred_volume,B,0.1011030286584471,False,8,1,2,False
idxred_volume,Red DCNN,bilat,volume,Hpath_NI,46,0.29727139545573017,0.05909048056108668,0.010784013455105688,0.5662568997267923,Edad+Genero+Grupo+eTIV,0.018226596118367685,17,0.21207238637063053,19,,10,idxred_volume,B,0.1011030286584471,False,8,2,2,True
idxred_volume,Red DCNN,bilat,volume,Entropia_Espacial_NI,46,0.34298112392706054,0.028141807102114582,-0.010728594352746881,0.6140970488768787,Edad+Genero+Grupo+eTIV,0.273671627005408,17,0.2744262382168967,19,,10,idxred_volume,B,0.1011030286584471,False,8,2,2,True
idxred_volume,Red DCNN,bilat,volume,CSE_RV,43,0.15505828242405537,0.35260291115303943,-0.2553347238109483,0.49818598680438914,Edad+Genero+Grupo+eTIV,-0.271039940653351,16,0.3382357256192915,18,,9,idxred_volume,B,0.35260291115303943,False,8,1,2,False
idxred_volume,Red DCNN,bilat,volume,Htotal_RV,43,0.24666704181532287,0.13545248818524805,-0.17928547608540774,0.5493224950764006,Edad+Genero+Grupo+eTIV,0.5982338335911059,16,-0.14170618299365292,18,,9,idxred_volume,B,0.1548028436402835,False,8,1,2,False
idxred_area,Red DCNN,bilat,area,CSE_NI,46,0.27254884011788266,0.08470755811597994,-0.070842421966899,0.5599548440351331,Edad+Genero+Grupo+eTIV,0.44856635596649314,17,0.20106210994428927,19,,10,idxred_area,B,0.31546407374781954,False,8,2,2,True
idxred_area,Red DCNN,bilat,area,EntropyRatio_NI,46,0.24777737351334142,0.11829902765543233,-0.02140637654877641,0.5338319051880516,Edad+Genero+Grupo+eTIV,0.4758210166354206,17,0.1304064867591417,19,,10,idxred_area,B,0.31546407374781954,False,8,2,2,True
idxred_area,Red DCNN,bilat,area,Htotal_NI,46,0.2188097955955886,0.16929902895944268,-0.10107569606412753,0.5176465394804534,Edad+Genero+Grupo+eTIV,0.3070853080112453,17,-0.010039709422474405,19,,10,idxred_area,B,0.33859805791888536,False,8,1,2,False
idxred_area,Red DCNN,bilat,area,Herror_NI,46,0.07200342579338254,0.6546077010186592,-0.282987320691526,0.4203887657196226,Edad+Genero+Grupo+eTIV,-0.12163847977086736,17,-0.13918456444898133,19,,10,idxred_area,B,0.8701228796303502,False,8,0,2,False
idxred_area,Red DCNN,bilat,area,Hpath_NI,46,0.2617025463122425,0.09836355506911124,-0.04697320797113825,0.5457499633298231,Edad+Genero+Grupo+eTIV,0.39171636575755814,17,0.11582134021184676,19,,10,idxred_area,B,0.31546407374781954,False,8,2,2,True
idxred_area,Red DCNN,bilat,area,Entropia_Espacial_NI,46,0.19774054010528377,0.21524127294676043,-0.11359911735885321,0.47485510878192033,Edad+Genero+Grupo+eTIV,0.34958905873782015,17,0.12132467318894048,19,,10,idxred_area,B,0.3443860367148167,False,8,2,2,True
idxred_area,Red DCNN,bilat,area,CSE_RV,43,0.018941513508050175,0.9101313731704193,-0.3347607573952898,0.39483509894111235,Edad+Genero+Grupo+eTIV,0.07224648573150534,16,-0.05826034042333688,18,,9,idxred_area,B,0.9101313731704193,False,8,1,2,False
idxred_area,Red DCNN,bilat,area,Htotal_RV,43,0.05093595315013336,0.7613575196765564,-0.27684167065846466,0.38759518329582976,Edad+Genero+Grupo+eTIV,0.3225947189056911,16,-0.1487658151726275,18,,9,idxred_area,B,0.8701228796303502,False,8,1,2,False
