variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,media_MPPP,media_Vestibular,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,roi_n,roi,tipo,atlas,medida,hemi,familia_fdr,compuesta,ajusta_etiv,n_esperado,etapa_origen,modelo,p_fdr,sobrevive_fdr,n_familia
11_lateraloccipital_volume_lh,26,"Q('11_lateraloccipital_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.008826658700919523,1,18,0.9261865370096852,0.941802104385154,0.9292070792920708,0.0004901295830206097,2.0868208756863374e-08,0.0022301278101131018,0.7005223941038425,0.3903119027848111,0.9403610950919249,13,13,11009.615384615385,11297.846153846154,46.48546669481061,0.04494145407372432,-1.653010102261077,1.5598000180665141,0.9261865370096652,AD,11,Occipital lateral,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.9292070792920708,False,24
11_lateraloccipital_volume_rh,26,"Q('11_lateraloccipital_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.2902348855516341,1,18,0.2709028394164216,0.3889874783592009,0.26817318268173185,0.0668853901057482,0.00013505851594423497,0.4048184628557637,0.42668808261974767,0.6352415049171489,0.28113379043361103,13,13,11440.923076923076,10898.153846153846,777.9658000654314,0.54335459347254,-1.471821654775272,2.0587348824951084,0.2709028394164256,AD,11,Occipital lateral,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.695930406959304,False,24
11_lateraloccipital_LGI_lh,26,"Q('11_lateraloccipital_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.5294591126112336,1,19,0.4757062191263057,0.49050880669418523,0.4814518548145185,0.027110792447361382,2.479054686510013e-05,0.2406565178496207,0.4265299254425797,0.1502196518102425,0.7953062111833856,13,13,2.451076923076923,2.414461538461538,0.028472022409433473,0.347935829938073,-0.8323881831518766,1.4092584392427827,0.4757062191263062,AD,11,Occipital lateral,C,DKT,LGI,lh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.6305797991629408,False,18
11_lateraloccipital_LGI_rh,26,"Q('11_lateraloccipital_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.13712476257761685,1,19,0.7152521677718596,0.796727163977781,0.7208279172082792,0.0071653795582585335,5.302495141375683e-08,0.07228071611987623,0.6815664129467629,0.6693398745766552,0.6161808688508963,13,13,2.4256153846153845,2.452769230769231,-0.017754671119416393,-0.1770683272998076,-1.6669271776246886,1.5234191979598504,0.7152521677718217,AD,11,Occipital lateral,C,DKT,LGI,rh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.7632295593970015,False,18
12_cuneus_thickness_lh,26,"Q('12_cuneus_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.2045954137167056,1,19,0.15400238285642542,0.0973924329350817,0.15358464153584642,0.10396781314160844,0.0007627846342957062,0.3841449221688957,0.9386742759446207,0.24129913935925407,0.8197866190424362,13,13,1.9376153846153845,1.9373076923076922,0.08723587585846251,0.7099820848030298,-0.5417295362109882,1.7586994233696394,0.15400238285642776,AD,12,Cuneus,C,DKT,thickness,lh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.19234076592340765,False,18
12_cuneus_thickness_rh,26,"Q('12_cuneus_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",4.418631669025614,1,19,0.04911414336139274,0.08120535797536034,0.057394260573942604,0.18868018129641054,0.006588262760421171,0.5480933907484616,0.19082596017294978,0.9141496825882558,0.5902707501296565,13,13,1.978076923076923,1.9097692307692309,0.10530150072881883,1.0051406585374503,-0.22187000353332148,2.175394278175857,0.04911414336139167,AD,12,Cuneus,C,DKT,thickness,rh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.16153384661533848,False,18
12_cuneus_area_lh,26,"Q('12_cuneus_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.5256148919519301,1,18,0.4777760819410472,0.6065204895660286,0.48505149485051496,0.028372331769687852,1.3882527548128211e-06,0.23545835007549487,0.7779041884556623,0.31479248521986375,0.858846095531506,13,13,2080.153846153846,2045.0,82.26926250754042,0.34680295032854647,-1.2210587555270678,2.074844579023779,0.4777760819410533,AD,12,Cuneus,C,DKT,area,lh,A2_area,False,True,46,A2,AD_con_ansiedad,0.8338075283380753,False,18
12_cuneus_area_rh,26,"Q('12_cuneus_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.06555182140048396,1,18,0.800830097431929,0.8675932855101991,0.7991200879912009,0.0036285535060618054,1.2167671934708755e-09,0.034732956598610296,0.7005223941038425,0.18978724791353685,0.7012647984204153,13,13,2001.5384615384614,2023.3076923076924,23.190815259941957,0.12247327590191776,-1.6321062325593283,2.1442881007743066,0.8008300974319393,AD,12,Cuneus,C,DKT,area,rh,A2_area,False,True,46,A2,AD_con_ansiedad,0.9589441055894411,False,18
12_cuneus_volume_lh,26,"Q('12_cuneus_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",2.0346212276733873,1,18,0.17086736907974082,0.22757289622783858,0.16718328167183283,0.10155526298959969,0.0003556204830186923,0.510584030089386,0.8979866418423446,0.18819330276292862,0.7145086475215789,13,13,4052.923076923077,3977.6153846153848,358.3344364015386,0.6823241430374772,-0.9785713609932118,2.1178073272038263,0.17086736907974379,AD,12,Cuneus,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.695930406959304,False,24
12_cuneus_volume_rh,26,"Q('12_cuneus_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",3.699425743204458,1,18,0.07039521948359242,0.14913768239318037,0.06939306069393061,0.17048496061528245,0.0003739575427644297,0.6498826899712538,0.4571247100343526,0.7866022518884435,0.24891046286206195,13,13,4038.230769230769,3884.3076923076924,356.865552186159,0.9200599152365003,-1.161379546702985,2.5366538311105877,0.07039521948359394,AD,12,Cuneus,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.695930406959304,False,24
12_cuneus_LGI_lh,26,"Q('12_cuneus_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.20362803587848613,1,19,0.6569163175542823,0.6528700821754639,0.6558344165583442,0.010603623205888188,1.1599741150365693e-07,0.10989746514500999,0.5215060239121562,0.27158203887057175,0.47644157527055225,13,13,2.7016153846153848,2.7394615384615384,-0.03463939296385116,-0.21577529870307877,-1.2341901547435081,1.1393158619926302,0.656916317554279,AD,12,Cuneus,C,DKT,LGI,lh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.7420882911708829,False,18
12_cuneus_LGI_rh,26,"Q('12_cuneus_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.20201101027290505,1,19,0.6581876154208156,0.7199828758014105,0.6596340365963403,0.010520304887067866,4.056716075971529e-08,0.10912214066074857,0.5215060239121562,0.1736536543718205,0.9290437343574505,13,13,2.8663076923076924,2.898230769230769,-0.03959417122253872,-0.2149168470805126,-1.6811909848098747,1.2740771605895012,0.6581876154208316,AD,12,Cuneus,C,DKT,LGI,rh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.7420882911708829,False,18
13_middletemporal_thickness_lh,26,"Q('13_middletemporal_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.4214740592563193,1,19,0.13618247918207343,0.19149045422265648,0.1361863813618638,0.11303956266305534,0.0004695476301119311,0.4935660322178668,0.44167826523048437,0.5318389518019776,0.6407337968145672,13,13,2.757153846153846,2.734769230769231,0.08212327944791473,0.7440855159337909,-0.7932805377455044,2.0474161266107602,0.13618247918207715,AD,13,Temporal medio,C,DKT,thickness,lh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.19234076592340765,False,18
13_middletemporal_thickness_rh,26,"Q('13_middletemporal_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",3.65189690721417,1,19,0.07121217052151303,0.08880257701296103,0.07179282071792821,0.16121814972816317,0.002368535501561574,0.5645091978432927,0.3974669254225919,0.014377739577652015,0.732491287055822,13,13,2.840692307692308,2.807769230769231,0.09271980256199902,0.9137811497866366,-0.36959633520520074,2.1741382721278524,0.07121217052151432,AD,13,Temporal medio,C,DKT,thickness,rh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.16153384661533848,False,18
13_middletemporal_area_lh,26,"Q('13_middletemporal_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",3.1613584294357064,1,18,0.09229797777474173,0.21334902890999297,0.09099090090990901,0.14939298155066544,0.00023899683624777432,0.6550338066172939,0.5902584513147731,0.9606737361972967,0.3356502586625546,13,13,4173.0,4296.307692307692,-184.64997601486942,-0.8505225290145055,-2.7452908836568315,1.617030928859673,0.09229797777473972,AD,13,Temporal medio,C,DKT,area,lh,A2_area,False,True,46,A2,AD_con_ansiedad,0.5060493950604941,False,18
13_middletemporal_area_rh,26,"Q('13_middletemporal_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.43643838135368945,1,18,0.517212931408233,0.6115773902084535,0.5095490450954905,0.02367259729488186,7.53441123824952e-08,0.18639534229305926,0.6261311406690895,0.3256237747563746,0.5420347983830792,13,13,4115.384615384615,4227.615384615385,-94.93562577975246,-0.31601698184901006,-2.1207397416993032,1.1605392309218412,0.5172129314082297,AD,13,Temporal medio,C,DKT,area,rh,A2_area,False,True,46,A2,AD_con_ansiedad,0.8338075283380753,False,18
13_middletemporal_volume_lh,26,"Q('13_middletemporal_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.06440432746877461,1,18,0.8025416326146463,0.8172800407411871,0.8001199880011999,0.0035652616217652553,9.07290079648415e-10,0.03652941420834467,0.66291114557259,0.3510607505682006,0.8007841929694465,13,13,12744.307692307691,12994.076923076924,-113.0436964475,-0.12139658716824331,-1.7325146221104797,1.2596259923916822,0.802541632614638,AD,13,Temporal medio,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.8728581687285817,False,24
13_middletemporal_volume_rh,26,"Q('13_middletemporal_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.20097119163519897,1,18,0.6592875040715606,0.7183471190557825,0.6514348565143485,0.011041783953131098,1.0529460121871367e-08,0.10691113823790674,0.66291114557259,0.8142887649647302,0.3751443546541008,13,13,12980.076923076924,13173.615384615385,239.01168935125497,0.21444496637876456,-1.8508936726795826,1.4384120438660022,0.6592875040715588,AD,13,Temporal medio,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.8543145685431457,False,24
13_middletemporal_LGI_lh,26,"Q('13_middletemporal_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.6303539057593218,1,19,0.4370298832006012,0.5936577403480646,0.43875612438756123,0.03211118397485351,1.990323184231755e-07,0.2628616965225344,0.09047706282305588,0.7112480020092383,0.1174039251469605,13,13,3.012076923076923,3.127923076923077,-0.056638439052229816,-0.3796427970454037,-1.8467542798560164,1.3186584832998807,0.4370298832005977,AD,13,Temporal medio,C,DKT,LGI,lh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.6305797991629408,False,18
13_middletemporal_LGI_rh,26,"Q('13_middletemporal_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.7861517824935063,1,19,0.1114768082244216,0.25427681157213794,0.1116888311168883,0.12788636608748627,0.00029060367480742566,0.48480805326573273,0.011120300954692035,0.1844980774017182,0.2731015159676512,13,13,2.9504615384615387,3.110307692307692,-0.09342286657841747,-0.7981514856611169,-2.1564990739873102,0.7579306010132935,0.1114768082244203,AD,13,Temporal medio,C,DKT,LGI,rh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.39956004399560047,False,18
14_comp_thickness_lh,26,"Q('14_comp_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.5922432704087273,1,19,0.12387708465648695,0.10424417038828251,0.1260873912608739,0.12005437498758126,7.232136999220216e-05,0.4348983976556524,0.10622742978000398,0.12704237587399275,0.5118468073063148,13,13,2.6143589104795493,2.544365617910991,0.08642675388274326,0.7698760656100965,-1.5553210044859405,1.7485893777743322,0.12387708465649006,AD,14,Cingulada anterior,C,DKT,thickness,lh,A2_thickness,True,False,46,A2,AD_con_ansiedad,0.19234076592340765,False,18
14_comp_thickness_rh,26,"Q('14_comp_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.4832142029254022,1,19,0.49538440638132203,0.5104179808140143,0.49205079492050796,0.024801564972418547,5.762542127526674e-06,0.2051478609493813,0.7388826803635237,0.9440383556604928,0.5790584936770717,13,13,2.46046443775874,2.4743529149955426,0.041765394501760617,0.3323937015093559,-0.7706370243058952,1.549521891112363,0.4953844063813257,AD,14,Cingulada anterior,C,DKT,thickness,rh,A2_thickness,True,False,46,A2,AD_con_ansiedad,0.5209949593275967,False,18
14_comp_area_lh,26,"Q('14_comp_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",10.298653866676137,1,18,0.004863632627557751,0.05103110777149146,0.0045995400459954,0.36392734139215016,0.004625944950532871,0.740989029546028,0.17415471397739768,0.7297955341441321,0.8950576097473542,13,13,2232.6923076923076,2391.076923076923,-235.38615581321616,-1.535108879408193,-2.848141855833792,1.710738881801748,0.004863632627557601,AD,14,Cingulada anterior,C,DKT,area,lh,A2_area,True,True,46,A2,AD_con_ansiedad,0.0827917208279172,False,18
14_comp_area_rh,26,"Q('14_comp_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",2.088389483268606,1,18,0.16560738298297722,0.36936713611220884,0.16868313168683133,0.10396002551663,1.6276633205682208e-05,0.5526441592994418,0.3694863646195379,0.5758785273681927,0.2580774581428772,13,13,1654.4615384615386,1803.2307692307693,-170.67547754207348,-0.6912811292016477,-2.8061579591135484,1.2676068867879655,0.16560738298297525,AD,14,Cingulada anterior,C,DKT,area,rh,A2_area,True,True,46,A2,AD_con_ansiedad,0.5060493950604941,False,18
14_comp_volume_lh,26,"Q('14_comp_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",3.0126722632852054,1,18,0.0997026748213238,0.2170440330840227,0.10038996100389962,0.14337406616050233,7.498462037513532e-05,0.49384011241753506,0.3974669254225919,0.23384727798114524,0.887240719049336,13,13,5983.307692307692,6304.615384615385,-469.14190081991615,-0.8302806130422634,-1.9614730446822406,1.4277351755963739,0.09970267482132163,AD,14,Cingulada anterior,C,DKT,volume,lh,A2_volume,True,True,46,A2,AD_con_ansiedad,0.695930406959304,False,24
14_comp_volume_rh,26,"Q('14_comp_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.8109608455422241,1,18,0.37972735574946653,0.5869729287130643,0.3721627837216278,0.04311108040684714,2.853489803795415e-07,0.4133116968587733,0.29312906808815903,0.2991658948458039,0.29680623104192116,13,13,4411.461538461538,4810.692307692308,-325.2362499122961,-0.4307734177599845,-3.2373331529288114,1.7812445851783172,0.3797273557494648,AD,14,Cingulada anterior,C,DKT,volume,rh,A2_volume,True,True,46,A2,AD_con_ansiedad,0.713282517902056,False,24
14_comp_LGI_lh,26,"Q('14_comp_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.462765931165898,1,19,0.1330775241951579,0.2555622213710219,0.1331866813318668,0.1147459716545544,6.683105521033085e-05,0.4723604598754437,0.1909776934678515,0.4310466745773708,0.49116143493101355,13,13,1.8289266445846672,1.8672762004407064,-0.0507147360352235,-0.7504029089578677,-2.007444870250544,1.1237697217981555,0.1330775241951545,AD,14,Cingulada anterior,C,DKT,LGI,lh,A2_LGI,True,False,45,A2,AD_con_ansiedad,0.39956004399560047,False,18
14_comp_LGI_rh,26,"Q('14_comp_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.7254530795362193,1,19,0.11519277491159573,0.29364677578289616,0.11868813118688132,0.12544976942751984,4.527246723626841e-05,0.49942125201627174,0.20896726495634396,0.8613990502161383,0.17265391892816992,13,13,1.8892139282249063,1.9481368051582846,-0.05616075881618618,-0.7894094031624477,-2.4173925419616853,0.9151180481008309,0.11519277491159054,AD,14,Cingulada anterior,C,DKT,LGI,rh,A2_LGI,True,False,45,A2,AD_con_ansiedad,0.39956004399560047,False,18
15_rostralmiddlefrontal_thickness_lh,26,"Q('15_rostralmiddlefrontal_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",9.995708467023391,1,19,0.005137529222744263,0.009675267744887328,0.0058994100589941,0.3447306168908216,0.05226645348981364,0.7120932200700002,0.005184360644651859,0.8446912973981248,0.6689840250529133,13,13,2.480384615384615,2.3993076923076924,0.10179439518455502,1.5117839521298233,0.14602088389411155,2.7178483104692845,0.005137529222744326,AD,15,Prefrontal dorsolateral,C,DKT,thickness,lh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.053094690530946904,False,18
15_rostralmiddlefrontal_thickness_rh,26,"Q('15_rostralmiddlefrontal_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",4.587547020846266,1,19,0.04537674555715572,0.08259037964237712,0.041995800419958006,0.19449021200855993,0.0013377062377130308,0.6710534963783209,0.06868094566317916,0.2106004405007777,0.24387981603901146,13,13,2.4296923076923074,2.377846153846154,0.08527138964898984,1.0241727222900527,-0.6808529425783545,2.764181219844151,0.04537674555715571,AD,15,Prefrontal dorsolateral,C,DKT,thickness,rh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.16153384661533848,False,18
15_rostralmiddlefrontal_area_lh,26,"Q('15_rostralmiddlefrontal_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.7900230446345848,1,18,0.1975820338852923,0.17362364590092885,0.20307969203079693,0.09045078121421848,0.0005506129288636267,0.47913618256138335,0.5215060239121562,0.4592837062594861,0.28993514339166354,13,13,3859.6923076923076,4001.6153846153848,-257.6961027982757,-0.6399974798301591,-1.8831438702686212,0.5341185475878958,0.19758203388528717,AD,15,Prefrontal dorsolateral,C,DKT,area,lh,A2_area,False,True,46,A2,AD_con_ansiedad,0.5222049223649063,False,18
15_rostralmiddlefrontal_area_rh,26,"Q('15_rostralmiddlefrontal_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.1594067550315008,1,18,0.29580899703299335,0.44199655208642563,0.296970302969703,0.06051370848040616,0.00013728992350175775,0.3662117526742991,0.8174940863633529,0.07475355418063002,0.6570950429015073,13,13,4119.384615384615,4220.384615384615,-277.41173426428725,-0.5150707241895812,-2.3332529236383994,0.8539850234582099,0.29580899703299035,AD,15,Prefrontal dorsolateral,C,DKT,area,rh,A2_area,False,True,46,A2,AD_con_ansiedad,0.6681831816818318,False,18
15_rostralmiddlefrontal_volume_lh,26,"Q('15_rostralmiddlefrontal_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.13887869082773688,1,18,0.713750154767505,0.7074060660397415,0.7119288071192881,0.007656409924498998,1.1025753922135113e-08,0.08397037625350816,0.9386847392067001,0.49510652696065865,0.1693770814987624,13,13,10291.461538461539,10378.76923076923,-213.17394305197263,-0.17826527756619778,-1.513658520675101,0.9545882431983727,0.7137501547674913,AD,15,Prefrontal dorsolateral,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.8543145685431457,False,24
15_rostralmiddlefrontal_volume_rh,26,"Q('15_rostralmiddlefrontal_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.14856575516625703,1,18,0.7044268902827453,0.7844118983363083,0.7031296870312969,0.008186087935018535,1.4706473437254843e-08,0.06998312800411428,0.66291114557259,0.4211109198817686,0.8303081560592066,13,13,10753.307692307691,10739.153846153846,-251.05885102945808,-0.18437766479976156,-1.6856751172709714,1.422039087964687,0.7044268902827368,AD,15,Prefrontal dorsolateral,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.8543145685431457,False,24
15_rostralmiddlefrontal_LGI_lh,26,"Q('15_rostralmiddlefrontal_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.521724974372024,1,19,0.47890352390822694,0.5331296989870355,0.4784521547845215,0.026725352142648293,3.573563868258846e-07,0.20069212194053854,0.11183133142870894,0.22308688490381606,0.8687155010133142,13,13,2.579384615384615,2.6637692307692307,-0.03959602459845643,-0.34538522366923197,-1.4484590045532961,1.3830038684555708,0.4789035239082057,AD,15,Prefrontal dorsolateral,C,DKT,LGI,lh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.6305797991629408,False,18
15_rostralmiddlefrontal_LGI_rh,26,"Q('15_rostralmiddlefrontal_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.8275720282109126,1,19,0.37437186368186604,0.4450788009571638,0.3705629437056294,0.04173844518297212,3.9166512627591896e-05,0.3169857629345462,0.0955807045456292,0.40121238372385626,0.16722553976459556,13,13,2.6143846153846155,2.6936153846153847,-0.04939633095853968,-0.43499657946248155,-1.9923780537918796,0.674047084124848,0.37437186368185854,AD,15,Prefrontal dorsolateral,C,DKT,LGI,rh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.6305797991629408,False,18
16a_precentral_thickness_lh,26,"Q('16a_precentral_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",3.1431281987765476,1,19,0.09228021808600033,0.13383166088329185,0.09259074092590741,0.14194598751183726,0.00047319237631362104,0.509254377264467,0.182347669214449,0.9944494835215103,0.8840305483220142,13,13,2.7640000000000002,2.7064615384615385,0.12574140177181775,0.8477425616655322,-0.9207647443393898,2.1974993173458555,0.09228021808600156,AD,16a,Precentral,C,DKT,thickness,lh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.16666333366663333,False,18
16a_precentral_thickness_rh,26,"Q('16a_precentral_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.1680845216128373,1,19,0.15727393190818084,0.22956081232686792,0.16028397160283972,0.10242232920976861,0.00018382441237719543,0.4421022284287885,0.6815149367014175,0.2724070338007174,0.5529444507159067,13,13,2.6968461538461534,2.685769230769231,0.1149635401439637,0.7040784385424416,-0.748984167875163,2.0463696762521093,0.1572739319081801,AD,16a,Precentral,C,DKT,thickness,rh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.19234076592340765,False,18
16a_precentral_area_lh,26,"Q('16a_precentral_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.35274207828939746,1,18,0.5599558353624293,0.5318055670160386,0.5566443355664433,0.019220129438133286,1.243940195157059e-07,0.14926170842877196,0.24856324821717884,0.13235728589174384,0.4316217740620213,13,13,4502.538461538462,4700.692307692308,-100.80361044584674,-0.284104156422101,-1.1081846935346715,1.4868822691225971,0.5599558353624335,AD,16a,Precentral,C,DKT,area,lh,A2_area,False,True,46,A2,AD_con_ansiedad,0.834966503349665,False,18
16a_precentral_area_rh,26,"Q('16a_precentral_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.18146140214507944,1,18,0.6751706319280782,0.7352595798537834,0.6684331566843316,0.009980572965585173,4.437432852088151e-08,0.08789679525648549,0.5901949065697367,0.7789021305841547,0.8857863012090925,13,13,4455.538461538462,4560.2307692307695,-63.96390796022382,-0.20377039342094663,-1.296650657471211,1.712430782339595,0.6751706319280564,AD,16a,Precentral,C,DKT,area,rh,A2_area,False,True,46,A2,AD_con_ansiedad,0.8995243332809576,False,18
16a_precentral_volume_lh,26,"Q('16a_precentral_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.9963490499759762,1,18,0.33142594547249726,0.4256455935834317,0.3311668833116688,0.05244950213089689,0.0002545520850097072,0.3950186048779167,0.48874412038649784,0.579129827274476,0.661744297929811,13,13,13130.692307692309,13384.153846153846,471.93115187463945,0.4774794756870991,-0.6876775362502643,2.234721291089165,0.33142594547249926,AD,16a,Precentral,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.713282517902056,False,24
16a_precentral_volume_rh,26,"Q('16a_precentral_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.6149920219920194,1,18,0.44311287293755364,0.5701120126498516,0.44125587441255876,0.0330374582629667,1.694136791016438e-05,0.2636979121338679,0.5902584513147731,0.0030274755050724265,0.7101243350733221,13,13,12725.846153846154,12977.692307692309,446.2606194474997,0.37513163829742074,-0.6459788389486335,3.1078807732099243,0.4431128729375604,AD,16a,Precentral,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.7564386418501007,False,24
