variable,roi,hemi,medida,outcome,n,rho,p,ic_low,ic_high,covariables,rho_MPPP,n_MPPP,rho_Vestibular,n_Vestibular,familia_fdr,etapa,p_fdr,sobrevive_fdr,n_familia,grupos_mismo_signo,grupos_validos,coherente
2_supramarginal_LGI_rh,Giro supramarginal,rh,LGI,EntropyRatio_NI,35,-0.049212369630598024,0.7891047803502214,-0.41920269970266427,0.28353803528757615,Edad+Genero+Grupo,-0.1182202033517948,17,0.13765427697827745,18,LGI_EntropyRatio_NI,B,0.9912021415497453,False,32,1,2,False
3_superiortemporal_thickness_lh,Temporal superior,lh,thickness,CSE_NI,36,0.3927582663695683,0.023762405613723295,0.03167036151723626,0.6394224755503068,Edad+Genero+Grupo,0.19884296128167656,17,0.43956636807125965,19,thickness_CSE_NI,B,0.7046822116963292,False,32,2,2,True
3_superiortemporal_thickness_lh,Temporal superior,lh,thickness,EntropyRatio_NI,36,0.4801154877119093,0.0046886034995841245,0.13777343129822883,0.6920299069688145,Edad+Genero+Grupo,0.4669755513766177,17,0.4960484272485758,19,thickness_EntropyRatio_NI,B,0.07501765599334599,False,32,2,2,True
3_superiortemporal_thickness_rh,Temporal superior,rh,thickness,CSE_NI,36,0.0548309009427778,0.7618422421717719,-0.34134900750810665,0.3912341116806524,Edad+Genero+Grupo,-0.3125141951075574,17,0.29350955890542757,19,thickness_CSE_NI,B,0.9329292623461795,False,32,1,2,False
3_superiortemporal_thickness_rh,Temporal superior,rh,thickness,EntropyRatio_NI,36,0.08276937456133196,0.6470045214673474,-0.2798060739709991,0.3706263172218819,Edad+Genero+Grupo,0.013739729503887126,17,0.327369364097258,19,thickness_EntropyRatio_NI,B,0.8626726952897966,False,32,2,2,True
3_superiortemporal_area_lh,Temporal superior,lh,area,CSE_NI,36,-0.049517799120905946,0.787825521717848,-0.37365050335368194,0.344588091761018,Edad+Genero+Grupo+eTIV,-0.07403127305383732,17,0.01789575706227757,19,area_CSE_NI,B,0.8693247136196944,False,32,1,2,False
3_superiortemporal_area_lh,Temporal superior,lh,area,EntropyRatio_NI,36,0.02690546634146,0.8837863121136753,-0.348792133547671,0.37602325401601067,Edad+Genero+Grupo+eTIV,0.14173036766298974,17,0.05093644556989277,19,area_EntropyRatio_NI,B,0.9322826549021819,False,32,2,2,True
3_superiortemporal_area_rh,Temporal superior,rh,area,CSE_NI,36,0.1270990673257613,0.48818723770894595,-0.2682055079450785,0.48442860332529475,Edad+Genero+Grupo+eTIV,0.009149151956287321,17,0.39876848023307376,19,area_CSE_NI,B,0.7923800571519417,False,32,2,2,True
3_superiortemporal_area_rh,Temporal superior,rh,area,EntropyRatio_NI,36,0.32606479045477627,0.06856827339207008,0.04455386698478665,0.5951997055777211,Edad+Genero+Grupo+eTIV,0.18866215002805856,17,0.4188331460892424,19,area_EntropyRatio_NI,B,0.7588352898096975,False,32,2,2,True
3_superiortemporal_volume_lh,Temporal superior,lh,volume,CSE_NI,36,0.09697725780068038,0.5974941351678307,-0.2742888686627299,0.4105456342685717,Edad+Genero+Grupo+eTIV,-0.07815041180938556,17,0.14796605615150119,19,volume_CSE_NI,B,0.9567684641457884,False,86,1,2,False
3_superiortemporal_volume_lh,Temporal superior,lh,volume,EntropyRatio_NI,36,0.2754828503160189,0.12699305108641426,0.0002227481604547796,0.5188664594993957,Edad+Genero+Grupo+eTIV,0.3997272375248844,17,0.26898568226012276,19,volume_EntropyRatio_NI,B,0.811435056355067,False,86,2,2,True
3_superiortemporal_volume_rh,Temporal superior,rh,volume,CSE_NI,36,0.06373380538698255,0.7289359234337116,-0.33683188868421116,0.36335419560299076,Edad+Genero+Grupo+eTIV,-0.27554987708281914,17,0.3389858768861855,19,volume_CSE_NI,B,0.9567684641457884,False,86,1,2,False
3_superiortemporal_volume_rh,Temporal superior,rh,volume,EntropyRatio_NI,36,0.25416171218356676,0.1603999530004202,-0.07866387690408383,0.4917074865364825,Edad+Genero+Grupo+eTIV,0.07584934782969244,17,0.484278824604019,19,volume_EntropyRatio_NI,B,0.811435056355067,False,86,2,2,True
3_superiortemporal_LGI_lh,Temporal superior,lh,LGI,CSE_NI,35,0.17047428808329862,0.3509057597116338,-0.18431347308149257,0.5355526431528561,Edad+Genero+Grupo,0.3225998873782568,17,0.2858670697074949,18,LGI_CSE_NI,B,0.6900426619345573,False,32,2,2,True
3_superiortemporal_LGI_lh,Temporal superior,lh,LGI,EntropyRatio_NI,35,-0.03505473778505858,0.8489421616177243,-0.4086621250984411,0.326175296859819,Edad+Genero+Grupo,0.33551263209091226,17,0.08285345789219682,18,LGI_EntropyRatio_NI,B,0.9912021415497453,False,32,0,2,False
3_superiortemporal_LGI_rh,Temporal superior,rh,LGI,CSE_NI,35,0.323948742923758,0.07048985185779172,0.030996506669344913,0.600271791800729,Edad+Genero+Grupo,0.21907051615244894,17,0.44447235164012666,18,LGI_CSE_NI,B,0.6900426619345573,False,32,2,2,True
3_superiortemporal_LGI_rh,Temporal superior,rh,LGI,EntropyRatio_NI,35,0.13685304224012207,0.4551348631827395,-0.25591831194294795,0.48515631025281214,Edad+Genero+Grupo,-0.04703418497464009,17,0.28267114693066403,18,LGI_EntropyRatio_NI,B,0.9912021415497453,False,32,1,2,False
4_Hippocampus_volume_lh,Hipocampo,lh,volume,CSE_NI,36,-0.04440017433369331,0.8093293497443186,-0.4436740489726545,0.31206335496068155,Edad+Genero+Grupo+eTIV,-0.05474885868500169,17,-0.006668400956053593,19,volume_CSE_NI,B,0.9567684641457884,False,86,2,2,True
4_Hippocampus_volume_lh,Hipocampo,lh,volume,EntropyRatio_NI,36,0.07060120862402024,0.7010001156849065,-0.31612468567699753,0.37199269607405655,Edad+Genero+Grupo+eTIV,0.3027666721543611,17,0.17823400224812772,19,volume_EntropyRatio_NI,B,0.9833513990742859,False,86,2,2,True
